gene	Gene.ontology.IDs
ENSGACT00000013344.1	GO:0000139;GO:0002040;GO:0003924;GO:0005525;GO:0005737;GO:0005813;GO:0005829;GO:0005886;GO:0005938;GO:0006897;GO:0006911;GO:0007015;GO:0007030;GO:0007163;GO:0007229;GO:0007266;GO:0008360;GO:0009749;GO:0010592;GO:0016020;GO:0017119;GO:0017157;GO:0019901;GO:0030010;GO:0030031;GO:0030036;GO:0030141;GO:0030175;GO:0030307;GO:0030496;GO:0031258;GO:0031274;GO:0031333;GO:0031435;GO:0031996;GO:0032427;GO:0032467;GO:0032488;GO:0032956;GO:0034191;GO:0034329;GO:0036464;GO:0038189;GO:0039694;GO:0042802;GO:0042995;GO:0043005;GO:0043025;GO:0043085;GO:0043197;GO:0043525;GO:0045198;GO:0045740;GO:0046330;GO:0051233;GO:0051489;GO:0051491;GO:0051496;GO:0051683;GO:0051835;GO:0051988;GO:0060661;GO:0060997;GO:0061630;GO:0072384;GO:0072686;GO:0090135;GO:0090316;GO:0098685;GO:0099159;GO:0099563;GO:1900026;GO:2000251
ENSGACT00000016520.1	GO:0000139;GO:0002040;GO:0003924;GO:0005525;GO:0005737;GO:0005813;GO:0005829;GO:0005886;GO:0005938;GO:0006897;GO:0006911;GO:0007015;GO:0007030;GO:0007163;GO:0007229;GO:0007266;GO:0008360;GO:0009749;GO:0010592;GO:0016020;GO:0017119;GO:0017157;GO:0019901;GO:0030010;GO:0030031;GO:0030036;GO:0030141;GO:0030175;GO:0030307;GO:0030496;GO:0031258;GO:0031274;GO:0031333;GO:0031435;GO:0031996;GO:0032427;GO:0032467;GO:0032488;GO:0032956;GO:0034191;GO:0034329;GO:0036464;GO:0038189;GO:0039694;GO:0042802;GO:0042995;GO:0043005;GO:0043025;GO:0043085;GO:0043197;GO:0043525;GO:0045198;GO:0045740;GO:0046330;GO:0051233;GO:0051489;GO:0051491;GO:0051496;GO:0051683;GO:0051835;GO:0051988;GO:0060661;GO:0060997;GO:0061630;GO:0072384;GO:0072686;GO:0090135;GO:0090316;GO:0098685;GO:0099159;GO:0099563;GO:1900026;GO:2000251
ENSGACT00000014470.1	GO:0000139;GO:0002040;GO:0003924;GO:0005525;GO:0005737;GO:0005813;GO:0005829;GO:0005886;GO:0005938;GO:0006897;GO:0006911;GO:0007015;GO:0007030;GO:0007163;GO:0007229;GO:0007266;GO:0008360;GO:0009749;GO:0010592;GO:0016020;GO:0017119;GO:0017157;GO:0019901;GO:0030010;GO:0030031;GO:0030036;GO:0030141;GO:0030175;GO:0030307;GO:0030496;GO:0031258;GO:0031274;GO:0031333;GO:0031435;GO:0031996;GO:0032427;GO:0032467;GO:0032488;GO:0032956;GO:0034191;GO:0034329;GO:0036464;GO:0038189;GO:0039694;GO:0042802;GO:0042995;GO:0043005;GO:0043025;GO:0043085;GO:0043197;GO:0043525;GO:0045198;GO:0045740;GO:0046330;GO:0051233;GO:0051489;GO:0051491;GO:0051496;GO:0051683;GO:0051835;GO:0051988;GO:0060661;GO:0060997;GO:0061630;GO:0072384;GO:0072686;GO:0090135;GO:0090316;GO:0098685;GO:0099159;GO:0099563;GO:1900026;GO:2000251
ENSGACT00000024772.1	GO:0000139;GO:0002040;GO:0003924;GO:0005525;GO:0005737;GO:0005813;GO:0005829;GO:0005886;GO:0005938;GO:0006897;GO:0006911;GO:0007015;GO:0007030;GO:0007163;GO:0007229;GO:0007266;GO:0008360;GO:0009749;GO:0010592;GO:0016020;GO:0017119;GO:0017157;GO:0019901;GO:0030010;GO:0030031;GO:0030036;GO:0030141;GO:0030175;GO:0030307;GO:0030496;GO:0031258;GO:0031274;GO:0031333;GO:0031435;GO:0031996;GO:0032427;GO:0032467;GO:0032488;GO:0032956;GO:0034191;GO:0034329;GO:0036464;GO:0038189;GO:0039694;GO:0042802;GO:0042995;GO:0043005;GO:0043025;GO:0043085;GO:0043197;GO:0043525;GO:0045198;GO:0045740;GO:0046330;GO:0051233;GO:0051489;GO:0051491;GO:0051496;GO:0051683;GO:0051835;GO:0051988;GO:0060661;GO:0060997;GO:0061630;GO:0072384;GO:0072686;GO:0090135;GO:0090316;GO:0098685;GO:0099159;GO:0099563;GO:1900026;GO:2000251
ENSGACT00000016513.1	GO:0000139;GO:0002040;GO:0003924;GO:0005525;GO:0005737;GO:0005813;GO:0005829;GO:0005886;GO:0005938;GO:0006897;GO:0006911;GO:0007015;GO:0007030;GO:0007163;GO:0007229;GO:0007266;GO:0008360;GO:0009749;GO:0010592;GO:0016020;GO:0017119;GO:0017157;GO:0019901;GO:0030010;GO:0030031;GO:0030036;GO:0030141;GO:0030175;GO:0030307;GO:0030496;GO:0031258;GO:0031274;GO:0031333;GO:0031435;GO:0031996;GO:0032427;GO:0032467;GO:0032488;GO:0032956;GO:0034191;GO:0034329;GO:0036464;GO:0038189;GO:0039694;GO:0042802;GO:0042995;GO:0043005;GO:0043025;GO:0043085;GO:0043197;GO:0043525;GO:0045198;GO:0045740;GO:0046330;GO:0051233;GO:0051489;GO:0051491;GO:0051496;GO:0051683;GO:0051835;GO:0051988;GO:0060661;GO:0060997;GO:0061630;GO:0072384;GO:0072686;GO:0090135;GO:0090316;GO:0098685;GO:0099159;GO:0099563;GO:1900026;GO:2000251
ENSGACT00000020548.1	GO:0000122;GO:0000165;GO:0000790;GO:0000977;GO:0000978;GO:0000980;GO:0000981;GO:0000987;GO:0001228;GO:0001568;GO:0001649;GO:0001764;GO:0001782;GO:0001947;GO:0001958;GO:0001974;GO:0002062;GO:0002467;GO:0002634;GO:0002931;GO:0003138;GO:0003139;GO:0003151;GO:0003185;GO:0003211;GO:0003677;GO:0003680;GO:0003682;GO:0003700;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006355;GO:0006915;GO:0006959;GO:0007507;GO:0007519;GO:0007521;GO:0007611;GO:0010613;GO:0010628;GO:0010629;GO:0010694;GO:0014033;GO:0014898;GO:0014902;GO:0016251;GO:0016528;GO:0016607;GO:0030017;GO:0030182;GO:0030220;GO:0030224;GO:0030279;GO:0030318;GO:0030501;GO:0030890;GO:0032991;GO:0033613;GO:0035690;GO:0035914;GO:0035984;GO:0042100;GO:0042826;GO:0043231;GO:0043406;GO:0043523;GO:0043524;GO:0043537;GO:0043565;GO:0044212;GO:0045165;GO:0045652;GO:0045663;GO:0045666;GO:0045669;GO:0045893;GO:0045944;GO:0046928;GO:0046982;GO:0048167;GO:0048643;GO:0048666;GO:0048667;GO:0048703;GO:0048704;GO:0050680;GO:0050853;GO:0051145;GO:0051963;GO:0051966;GO:0055007;GO:0055012;GO:0060021;GO:0060025;GO:0060045;GO:0060079;GO:0060290;GO:0060297;GO:0060536;GO:0060998;GO:0061333;GO:0071222;GO:0071277;GO:0071300;GO:0071363;GO:0071374;GO:0071498;GO:0071560;GO:0071837;GO:0071864;GO:0072102;GO:0072160;GO:0090073;GO:0098794;GO:1904706;GO:1904753;GO:1905563;GO:2000111;GO:2000310;GO:2000311;GO:2000727;GO:2000987;GO:2001013;GO:2001016
ENSGACT00000016957.1	GO:0005249;GO:0008076;GO:0016021;GO:0034765;GO:0051260;GO:0071805
ENSGACT00000020582.1	GO:0005249;GO:0008076;GO:0016021;GO:0034765;GO:0051260;GO:0071805
ENSGACT00000023677.1	GO:0005249;GO:0008076;GO:0016021;GO:0034765;GO:0051260;GO:0071805
ENSGACT00000016963.1	GO:0005249;GO:0008076;GO:0016021;GO:0034765;GO:0051260;GO:0071805
ENSGACT00000010632.1	GO:0005524;GO:0005739;GO:0006915;GO:0008531;GO:0009231;GO:0009398;GO:0033864;GO:0046872;GO:0072593
ENSGACT00000025414.1	GO:0005229;GO:0005654;GO:0005886;GO:0006821;GO:0034707;GO:0042803;GO:0046982;GO:0097730
ENSGACT00000004382.1	GO:0000266;GO:0004129;GO:0004311;GO:0005730;GO:0005739;GO:0005829;GO:0006784;GO:0007005;GO:0008495;GO:0008535;GO:0009060;GO:0016021;GO:0017004;GO:0018343;GO:0031966;GO:0045333;GO:0048034;GO:0070069
ENSGACT00000006524.1	GO:0005109;GO:0005581;GO:0005615;GO:0005737;GO:0016477;GO:0017147;GO:0031012;GO:0032092;GO:0033690;GO:0043932;GO:0045669;GO:0060071;GO:0060122;GO:0090090;GO:0090103;GO:0090177
ENSGACT00000002196.1	GO:0004032;GO:0005739;GO:0005794;GO:0005829;GO:0019119;GO:0044597;GO:0044598
ENSGACT00000021898.1	GO:0001784;GO:0006915
ENSGACT00000016724.2	GO:0003723;GO:0005681;GO:0005730;GO:0006397;GO:0008380;GO:1990904
ENSGACT00000016730.1	GO:0003723;GO:0005681;GO:0005730;GO:0006397;GO:0008380;GO:1990904
ENSGACT00000001873.1	GO:0004818;GO:0004827;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006424;GO:0006433;GO:0008270;GO:0017101;GO:0017148;GO:0032869;GO:0035613;GO:0042802;GO:0042803;GO:0044539;GO:0051020;GO:0071346;GO:0097452;GO:1990904
ENSGACT00000019183.1	GO:0005615;GO:0060325
ENSGACT00000025725.1	GO:0001965;GO:0005096;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0005886;GO:0007165;GO:0030054;GO:0030425;GO:0030695;GO:0032991;GO:0038032;GO:0043025;GO:0045202;GO:0097440
ENSGACT00000011702.1	GO:0005737;GO:0005874;GO:0007275
ENSGACT00000027111.1	GO:0000122;GO:0001103;GO:0003700;GO:0003714;GO:0005634;GO:0005654;GO:0006351;GO:0042802;GO:0070063;GO:0070064
ENSGACT00000027110.1	GO:0000122;GO:0001103;GO:0003700;GO:0003714;GO:0005634;GO:0005654;GO:0006351;GO:0042802;GO:0070063;GO:0070064
ENSGACT00000022274.2	
ENSGACT00000021968.1	GO:0001664;GO:0001975;GO:0003924;GO:0005525;GO:0005834;GO:0007186;GO:0007188;GO:0007189;GO:0007190;GO:0007191;GO:0007608;GO:0031000;GO:0031683;GO:0046872
ENSGACT00000009700.1	GO:0004930;GO:0005813;GO:0005886;GO:0005887;GO:0007166;GO:0007186;GO:0007189;GO:0007422;GO:0016525;GO:0033173;GO:0051965
ENSGACT00000002220.1	GO:0000122;GO:0000415;GO:0000977;GO:0001835;GO:0003714;GO:0004842;GO:0005634;GO:0007507;GO:0008134;GO:0030502;GO:0031072;GO:0035518;GO:0042476;GO:0042826;GO:0044212;GO:0045892;GO:0051572;GO:0060021;GO:0065001;GO:0070171;GO:0140261
ENSGACT00000011181.1	GO:0005262;GO:0005432;GO:0005737;GO:0005887;GO:0006874;GO:0007608;GO:0008273;GO:0015293;GO:0016020;GO:0050896;GO:0070588;GO:0097186
ENSGACT00000007683.1	GO:0004850;GO:0005737;GO:0009166;GO:0042802;GO:0044206;GO:0045098
ENSGACT00000007674.1	GO:0004850;GO:0005737;GO:0009166;GO:0042802;GO:0044206;GO:0045098
ENSGACT00000015583.1	GO:0003924;GO:0005096;GO:0005525;GO:0005634;GO:0005730;GO:0005739;GO:0005829;GO:0014068;GO:0019901;GO:0030295;GO:0033601;GO:0043524;GO:0045944;GO:0046427;GO:0046872;GO:0060749;GO:2001240
ENSGACT00000020113.1	GO:0003723;GO:0005654;GO:0005681;GO:0006397;GO:0008380
ENSGACT00000020111.1	GO:0003723;GO:0005654;GO:0005681;GO:0006397;GO:0008380
ENSGACT00000010505.2	GO:0000980;GO:0003713;GO:0003714;GO:0005634;GO:0005641;GO:0006355;GO:0006915;GO:0007049;GO:0008284;GO:0030335;GO:0030374;GO:0043065;GO:0048471
ENSGACT00000018759.1	GO:0000723;GO:0005634;GO:0006413;GO:0042273;GO:0106035
ENSGACT00000006680.1	GO:0001578;GO:0001764;GO:0005737;GO:0005874;GO:0007399;GO:0015630;GO:0043194
ENSGACT00000012819.1	GO:0001578;GO:0001764;GO:0005737;GO:0005874;GO:0007399;GO:0015630;GO:0043194
ENSGACT00000006682.1	GO:0001578;GO:0001764;GO:0005737;GO:0005874;GO:0007399;GO:0015630;GO:0043194
ENSGACT00000010085.1	GO:0005524;GO:0005634;GO:0005813;GO:0005829;GO:0005874;GO:0005886;GO:0005929;GO:0007283;GO:0007288;GO:0009566;GO:0016874;GO:0018095;GO:0030317;GO:0060041
ENSGACT00000007690.1	GO:0000209;GO:0004842;GO:0005737;GO:0005829;GO:0006511;GO:0006915;GO:0016567;GO:0043066;GO:0043161;GO:0045732;GO:0061630
ENSGACT00000016344.2	GO:0000812;GO:0003677;GO:0003682;GO:0004386;GO:0005524;GO:0005634;GO:0016607;GO:0035267;GO:0043967;GO:0043968;GO:1990405
ENSGACT00000000038.1	GO:0016255;GO:0034394;GO:0042765
ENSGACT00000000037.1	GO:0016255;GO:0034394;GO:0042765
ENSGACT00000014687.1	GO:0005737;GO:0015267;GO:0016021
ENSGACT00000023173.1	GO:0003955;GO:0005737
ENSGACT00000023490.1	GO:0000045;GO:0005634;GO:0005776;GO:0005829;GO:0010508;GO:0016605;GO:0031410;GO:0045893
ENSGACT00000007089.1	GO:0003677;GO:0005634;GO:0005847;GO:0006378;GO:0010793;GO:0016973;GO:0031124;GO:0032927;GO:0046332;GO:0046872;GO:0070412
ENSGACT00000022437.1	GO:0003677;GO:0005634;GO:0007275;GO:0008270;GO:0031519;GO:0035102
ENSGACT00000022433.1	GO:0003677;GO:0005634;GO:0007275;GO:0008270;GO:0031519;GO:0035102
ENSGACT00000009025.1	GO:0016021
ENSGACT00000021420.1	GO:0016021
ENSGACT00000024720.1	GO:0000813;GO:0005654;GO:0005813;GO:0005829;GO:0006612;GO:0006623;GO:0031902;GO:0032509;GO:0043162;GO:0043231
ENSGACT00000000546.1	GO:0005085;GO:0005089;GO:0005829;GO:0009987;GO:0016020;GO:0030426;GO:0035023;GO:0043087;GO:0046875;GO:0048013;GO:0061002;GO:0098883;GO:0098978
ENSGACT00000023280.1	GO:0005634;GO:0005737;GO:0016021;GO:0016180;GO:0031965;GO:0032039
ENSGACT00000023278.1	GO:0005634;GO:0005737;GO:0016021;GO:0016180;GO:0031965;GO:0032039
ENSGACT00000003078.1	
ENSGACT00000016822.1	GO:0001701;GO:0006897;GO:0007219;GO:0008289;GO:0030100;GO:0030128;GO:0030948;GO:0043231;GO:0045747;GO:0048568;GO:1903671
ENSGACT00000025028.1	GO:0001701;GO:0006897;GO:0007219;GO:0008289;GO:0030100;GO:0030128;GO:0030948;GO:0043231;GO:0045747;GO:0048568;GO:1903671
ENSGACT00000005318.1	GO:0005794;GO:0005801;GO:0005829;GO:0005886;GO:0006486;GO:0006886;GO:0006888;GO:0006890;GO:0006891;GO:0007030;GO:0008565;GO:0017119;GO:0032580;GO:0033365;GO:0050821
ENSGACT00000007120.1	GO:0005815;GO:0030036;GO:0031941
ENSGACT00000027528.1	GO:0005815;GO:0030036;GO:0031941
ENSGACT00000016829.1	GO:0000287;GO:0001568;GO:0001934;GO:0001956;GO:0003677;GO:0003951;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006670;GO:0006954;GO:0007420;GO:0008021;GO:0008284;GO:0008481;GO:0010800;GO:0010803;GO:0010976;GO:0017050;GO:0019371;GO:0019722;GO:0030307;GO:0030335;GO:0030424;GO:0031398;GO:0032651;GO:0038036;GO:0043005;GO:0043066;GO:0045766;GO:0045931;GO:0045987;GO:0046512;GO:0048146;GO:0051092;GO:0051721;GO:1901224
ENSGACT00000010324.1	GO:0003779;GO:0005080;GO:0005829;GO:0014069;GO:0015629;GO:0016020;GO:0030018;GO:0030054;GO:0042805;GO:0043005;GO:0045211;GO:0046872;GO:0047485;GO:0051963;GO:0061001;GO:0061049
ENSGACT00000011638.1	GO:0003950;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0006471;GO:0010629;GO:0010847;GO:0032088;GO:0043231;GO:0045071;GO:0048147;GO:0070212;GO:0070213;GO:0070530;GO:1900045
ENSGACT00000009139.1	GO:0005694
ENSGACT00000014681.1	GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0006915;GO:0014069;GO:0016020;GO:0016310;GO:0016477;GO:0018105;GO:0019901;GO:0023014;GO:0030296;GO:0031098;GO:0031267;GO:0032147;GO:0040008;GO:0042802;GO:0043066;GO:0043408;GO:0046777;GO:0048365;GO:0048471;GO:0050731;GO:0060996;GO:0071407;GO:0098978;GO:2001238;GO:2001271
ENSGACT00000005986.1	GO:0002020;GO:0002039;GO:0002947;GO:0005737;GO:0005829;GO:0005886;GO:0006511;GO:0006915;GO:0010008;GO:0010762;GO:0010804;GO:0019901;GO:0031625;GO:0043161;GO:0046872;GO:0055038;GO:0061630;GO:0070936;GO:1901797;GO:1902042;GO:2001271
ENSGACT00000026696.1	GO:0000226;GO:0000930;GO:0001578;GO:0004674;GO:0005524;GO:0005737;GO:0005813;GO:0005815;GO:0005874;GO:0006468;GO:0007049;GO:0007399;GO:0008017;GO:0008284;GO:0015630;GO:0030010;GO:0030425;GO:0030496;GO:0035556;GO:0036064;GO:0043005;GO:0043015;GO:0044782;GO:0045724;GO:0046605;GO:0050321;GO:0051301;GO:1904781
ENSGACT00000010596.1	GO:0001772;GO:0001819;GO:0002377;GO:0005737;GO:0005886;GO:0007165;GO:0007249;GO:0030183;GO:0030890;GO:0031295;GO:0032449;GO:0038202;GO:0042100;GO:0042102;GO:0042110;GO:0042981;GO:0043123;GO:0045061;GO:0045086;GO:0045121;GO:0045577;GO:0045580;GO:0046649;GO:0048872;GO:0050700;GO:0050776;GO:0050870;GO:0051092;GO:0070970
ENSGACT00000017720.2	GO:0005783;GO:0005789;GO:0016021;GO:0034976;GO:1901215;GO:1904294
ENSGACT00000007648.1	GO:0005254;GO:0005783;GO:0005886;GO:0005887;GO:0006821;GO:0008271;GO:0008272;GO:0012506;GO:0015106;GO:0015108;GO:0015116;GO:0015301;GO:0015499;GO:0015562;GO:0015660;GO:0015701;GO:0015724;GO:0015797;GO:0016020;GO:0016021;GO:0016323;GO:0016324;GO:0019531;GO:0019532;GO:0030165;GO:0030321;GO:0030659;GO:0031526;GO:0031982;GO:0034707;GO:0038166;GO:0042045;GO:0046724;GO:0048240;GO:0050892;GO:0051453;GO:0051454;GO:0070528;GO:0070633;GO:0071320;GO:0071332;GO:0071346;GO:0097225;GO:2001150
ENSGACT00000001978.1	GO:0005254;GO:0005783;GO:0005886;GO:0005887;GO:0006821;GO:0008271;GO:0008272;GO:0012506;GO:0015106;GO:0015108;GO:0015116;GO:0015301;GO:0015499;GO:0015562;GO:0015660;GO:0015701;GO:0015724;GO:0015797;GO:0016020;GO:0016021;GO:0016323;GO:0016324;GO:0019531;GO:0019532;GO:0030165;GO:0030321;GO:0030659;GO:0031526;GO:0031982;GO:0034707;GO:0038166;GO:0042045;GO:0046724;GO:0048240;GO:0050892;GO:0051453;GO:0051454;GO:0070528;GO:0070633;GO:0071320;GO:0071332;GO:0071346;GO:0097225;GO:2001150
ENSGACT00000008215.1	GO:0004601;GO:0005509;GO:0005783;GO:0005886;GO:0006590;GO:0006979;GO:0016021;GO:0016174;GO:0016324;GO:0019221;GO:0020037;GO:0042335;GO:0042446;GO:0042744;GO:0050665;GO:0051591
ENSGACT00000000712.1	GO:0004930;GO:0005829;GO:0005887;GO:0007166;GO:0007189;GO:0016324
ENSGACT00000018894.1	GO:0004930;GO:0005829;GO:0005886;GO:0005887;GO:0007166;GO:0007189;GO:0016324
ENSGACT00000027382.1	GO:0004930;GO:0005829;GO:0005886;GO:0005887;GO:0007166;GO:0007189;GO:0016324
ENSGACT00000027383.1	GO:0004930;GO:0005829;GO:0005886;GO:0005887;GO:0007166;GO:0007189;GO:0016324
ENSGACT00000017943.1	GO:0003779;GO:0005634;GO:0005654;GO:0005819;GO:0005829;GO:0005886;GO:0005938;GO:0006887;GO:0007010;GO:0007049;GO:0016709;GO:0017137;GO:0030042;GO:0030496;GO:0042995;GO:0046872;GO:0051301;GO:0055114;GO:0071949
ENSGACT00000004855.1	GO:0001917;GO:0003779;GO:0005198;GO:0005813;GO:0005814;GO:0005829;GO:0005886;GO:0007098;GO:0008104;GO:0010457;GO:0010669;GO:0015629;GO:0019894;GO:0032053;GO:0033365;GO:0035253;GO:0045494;GO:0045724;GO:0051656;GO:1903566
ENSGACT00000001487.1	GO:0001917;GO:0003779;GO:0005198;GO:0005813;GO:0005814;GO:0005829;GO:0005886;GO:0007098;GO:0008104;GO:0010457;GO:0010669;GO:0015629;GO:0019894;GO:0032053;GO:0033365;GO:0035253;GO:0045494;GO:0045724;GO:0051656;GO:1903566
ENSGACT00000006363.1	GO:0005886;GO:0007601;GO:0007605;GO:0016021;GO:0050896
ENSGACT00000001172.1	GO:0016021
ENSGACT00000002211.1	GO:0001657;GO:0002043;GO:0005201;GO:0005576;GO:0005615;GO:0010594;GO:0030514;GO:0042118;GO:0048839;GO:0060393;GO:0062023;GO:0070374;GO:1903672
ENSGACT00000006007.1	GO:0007165;GO:0034334
ENSGACT00000015033.1	GO:0007165;GO:0034334
ENSGACT00000024907.1	GO:0007165;GO:0034334
ENSGACT00000015042.1	GO:0007165;GO:0034334
ENSGACT00000008019.1	GO:0005796;GO:0015031;GO:0030246;GO:0042589;GO:0060205;GO:0062023
ENSGACT00000027100.1	GO:0004896;GO:0005125;GO:0005615;GO:0016020
ENSGACT00000027101.1	GO:0004896;GO:0005125;GO:0005615;GO:0016020
ENSGACT00000021471.2	GO:0000777;GO:0000785;GO:0003677;GO:0003700;GO:0005634;GO:0005654;GO:0005737;GO:0006355;GO:0007049;GO:0015031;GO:0016363;GO:0030097;GO:0031080;GO:0031965;GO:0032465;GO:0051028;GO:0051292;GO:0051301
ENSGACT00000009082.1	GO:0000340;GO:0000932;GO:0000993;GO:0001047;GO:0003723;GO:0003725;GO:0003727;GO:0003729;GO:0004521;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005844;GO:0005845;GO:0008022;GO:0009791;GO:0010501;GO:0010586;GO:0010628;GO:0016442;GO:0030054;GO:0030154;GO:0030425;GO:0031047;GO:0031054;GO:0035068;GO:0035087;GO:0035196;GO:0035197;GO:0035198;GO:0035278;GO:0035279;GO:0035280;GO:0045766;GO:0045944;GO:0045947;GO:0046872;GO:0060213;GO:0070062;GO:0070551;GO:0070578;GO:0090624;GO:0090625;GO:0098808;GO:1900153;GO:1901165;GO:1905618;GO:1990904
ENSGACT00000009086.1	GO:0000340;GO:0000932;GO:0000993;GO:0001047;GO:0003723;GO:0003725;GO:0003727;GO:0003729;GO:0004521;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005844;GO:0005845;GO:0008022;GO:0009791;GO:0010501;GO:0010586;GO:0010628;GO:0016442;GO:0030054;GO:0030154;GO:0030425;GO:0031047;GO:0031054;GO:0035068;GO:0035087;GO:0035196;GO:0035197;GO:0035198;GO:0035278;GO:0035279;GO:0035280;GO:0045766;GO:0045944;GO:0045947;GO:0046872;GO:0060213;GO:0070062;GO:0070551;GO:0070578;GO:0090624;GO:0090625;GO:0098808;GO:1900153;GO:1901165;GO:1905618;GO:1990904
ENSGACT00000009090.1	GO:0000340;GO:0000932;GO:0000993;GO:0001047;GO:0003723;GO:0003725;GO:0003727;GO:0003729;GO:0004521;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005844;GO:0005845;GO:0008022;GO:0009791;GO:0010501;GO:0010586;GO:0010628;GO:0016442;GO:0030054;GO:0030154;GO:0030425;GO:0031047;GO:0031054;GO:0035068;GO:0035087;GO:0035196;GO:0035197;GO:0035198;GO:0035278;GO:0035279;GO:0035280;GO:0045766;GO:0045944;GO:0045947;GO:0046872;GO:0060213;GO:0070062;GO:0070551;GO:0070578;GO:0090624;GO:0090625;GO:0098808;GO:1900153;GO:1901165;GO:1905618;GO:1990904
ENSGACT00000016486.1	GO:0000932;GO:0000956;GO:0000978;GO:0000993;GO:0001047;GO:0003723;GO:0003725;GO:0003727;GO:0005634;GO:0005737;GO:0005829;GO:0005844;GO:0010501;GO:0010586;GO:0010628;GO:0016442;GO:0016525;GO:0031054;GO:0035068;GO:0035196;GO:0035198;GO:0035278;GO:0035280;GO:0044212;GO:0045944;GO:0070578;GO:1901224;GO:1990904
ENSGACT00000016512.1	GO:0005576
ENSGACT00000002840.1	GO:0002367;GO:0002474;GO:0005783;GO:0005886;GO:0006955;GO:0016021;GO:0032611;GO:0032620;GO:0042612;GO:0045087;GO:0050829
ENSGACT00000000155.1	GO:0002367;GO:0002474;GO:0005783;GO:0005886;GO:0006955;GO:0016021;GO:0032611;GO:0032620;GO:0042612;GO:0045087;GO:0050829
ENSGACT00000011503.1	GO:0016567;GO:0035556
ENSGACT00000011493.1	GO:0016567;GO:0035556
ENSGACT00000009354.1	GO:0003735;GO:0005840;GO:0006412
ENSGACT00000009359.1	GO:0003735;GO:0005840;GO:0006412
ENSGACT00000013561.1	GO:0004842;GO:0005737;GO:0016567;GO:0046872;GO:0051865;GO:0090263
ENSGACT00000013557.1	GO:0004842;GO:0005737;GO:0016567;GO:0046872;GO:0051865;GO:0090263
ENSGACT00000014085.1	GO:0005739;GO:0016119;GO:0016702;GO:0046872;GO:0102076
ENSGACT00000027047.1	GO:0005739;GO:0016119;GO:0016702;GO:0046872;GO:0102076
ENSGACT00000027048.1	GO:0005739;GO:0016119;GO:0016702;GO:0046872;GO:0102076
ENSGACT00000014093.1	GO:0005739;GO:0016119;GO:0016702;GO:0046872;GO:0102076
ENSGACT00000027049.1	GO:0005739;GO:0016119;GO:0016702;GO:0046872;GO:0102076
ENSGACT00000001074.1	GO:0046872
ENSGACT00000022929.1	GO:0003723;GO:0003729;GO:0005847;GO:0006378;GO:0071920;GO:0098789
ENSGACT00000015401.1	GO:0003682;GO:0005634;GO:0006351;GO:0006357;GO:0006468;GO:0007049;GO:0008024;GO:0008134;GO:0016032;GO:0016538;GO:0019901;GO:0032786;GO:0044212;GO:0045944;GO:0051301;GO:0061575;GO:0070063;GO:0097322;GO:1900364
ENSGACT00000011936.1	GO:0001315;GO:0001836;GO:0001889;GO:0003032;GO:0003069;GO:0004784;GO:0005759;GO:0006357;GO:0006749;GO:0006801;GO:0007507;GO:0007626;GO:0008630;GO:0008631;GO:0009791;GO:0010332;GO:0014823;GO:0022904;GO:0030097;GO:0030145;GO:0030335;GO:0032364;GO:0042542;GO:0042554;GO:0042802;GO:0043209;GO:0043524;GO:0045429;GO:0045599;GO:0048147;GO:0048666;GO:0048678;GO:0048773;GO:0050790;GO:0051289;GO:0051881;GO:0055072;GO:0055093;GO:1902176;GO:1904706;GO:1905461;GO:1905932
ENSGACT00000011950.1	GO:0001315;GO:0001836;GO:0001889;GO:0003032;GO:0003069;GO:0004784;GO:0005759;GO:0006357;GO:0006749;GO:0006801;GO:0007507;GO:0007626;GO:0008630;GO:0008631;GO:0009791;GO:0010332;GO:0014823;GO:0022904;GO:0030097;GO:0030145;GO:0030335;GO:0032364;GO:0042542;GO:0042554;GO:0042802;GO:0043209;GO:0043524;GO:0045429;GO:0045599;GO:0048147;GO:0048666;GO:0048678;GO:0048773;GO:0050790;GO:0051289;GO:0051881;GO:0055072;GO:0055093;GO:1902176;GO:1904706;GO:1905461;GO:1905932
ENSGACT00000011956.1	GO:0001315;GO:0001836;GO:0001889;GO:0003032;GO:0003069;GO:0004784;GO:0005759;GO:0006357;GO:0006749;GO:0006801;GO:0007507;GO:0007626;GO:0008630;GO:0008631;GO:0009791;GO:0010332;GO:0014823;GO:0022904;GO:0030097;GO:0030145;GO:0030335;GO:0032364;GO:0042542;GO:0042554;GO:0042802;GO:0043209;GO:0043524;GO:0045429;GO:0045599;GO:0048147;GO:0048666;GO:0048678;GO:0048773;GO:0050790;GO:0051289;GO:0051881;GO:0055072;GO:0055093;GO:1902176;GO:1904706;GO:1905461;GO:1905932
