gene	Gene.ontology.IDs
ENSGACT00000017690.1	GO:0000139;GO:0005783;GO:0005794;GO:0006486;GO:0006487;GO:0006682;GO:0008376;GO:0008499;GO:0009312;GO:0016021;GO:0047275
ENSGACT00000025533.1	GO:0001525;GO:0005125;GO:0005164;GO:0005576;GO:0005615;GO:0005886;GO:0006955;GO:0016021;GO:0030154;GO:0045732;GO:0048471;GO:0097191;GO:2001238
ENSGACT00000012096.1	GO:0000122;GO:0000904;GO:0001706;GO:0001707;GO:0001942;GO:0002090;GO:0005576;GO:0005615;GO:0005886;GO:0007492;GO:0007611;GO:0010628;GO:0030111;GO:0030178;GO:0030279;GO:0030326;GO:0030514;GO:0030900;GO:0032091;GO:0032526;GO:0033137;GO:0039706;GO:0042662;GO:0042663;GO:0043066;GO:0043507;GO:0048019;GO:0048642;GO:0050750;GO:0050807;GO:0051966;GO:0060173;GO:0060323;GO:0060325;GO:0060394;GO:0061743;GO:0090082;GO:0090090;GO:0090244;GO:0090647;GO:1901296;GO:1902949;GO:1904723;GO:1904958;GO:2000726
ENSGACT00000019102.1	GO:0000145;GO:0005829;GO:0005886;GO:0006887;GO:0015031;GO:0090543
ENSGACT00000001001.1	GO:0000145;GO:0005829;GO:0005886;GO:0006887;GO:0015031;GO:0090543
ENSGACT00000003392.1	GO:0005154;GO:0005737;GO:0005942;GO:0007173;GO:0007175;GO:0007259;GO:0009968;GO:0016567;GO:0019210;GO:0019221;GO:0030971;GO:0032436;GO:0032715;GO:0040008;GO:0045627;GO:0045629;GO:0046854;GO:0046935;GO:0050728;GO:0071404;GO:0071638;GO:0097699;GO:1904988
ENSGACT00000018793.1	GO:0016567;GO:0035556
ENSGACT00000018795.1	GO:0016567;GO:0035556
ENSGACT00000017750.1	GO:0007015;GO:0007178;GO:0008104;GO:0019904;GO:0032991;GO:0051018;GO:0051291
ENSGACT00000009277.1	GO:0004303;GO:0005783;GO:0006082;GO:0006694;GO:0009635;GO:0010038;GO:0010288;GO:0014070;GO:0014823;GO:0017085;GO:0017143;GO:0018879;GO:0018958;GO:0021766;GO:0030539;GO:0031667;GO:0032870;GO:0033197;GO:0033327;GO:0033591;GO:0043231;GO:0043627;GO:0045471;GO:0046685;GO:0046686;GO:0047035;GO:0047045;GO:0048545;GO:0051412;GO:0060992;GO:0061370;GO:0070542;GO:0071236;GO:0071371
ENSGACT00000009270.1	GO:0004303;GO:0005783;GO:0006082;GO:0006694;GO:0009635;GO:0010038;GO:0010288;GO:0014070;GO:0014823;GO:0017085;GO:0017143;GO:0018879;GO:0018958;GO:0021766;GO:0030539;GO:0031667;GO:0032870;GO:0033197;GO:0033327;GO:0033591;GO:0043231;GO:0043627;GO:0045471;GO:0046685;GO:0046686;GO:0047035;GO:0047045;GO:0048545;GO:0051412;GO:0060992;GO:0061370;GO:0070542;GO:0071236;GO:0071371
ENSGACT00000014213.1	GO:0001824;GO:0004309;GO:0005635;GO:0005737;GO:0005814;GO:0005829;GO:0006798;GO:0006915;GO:0007098;GO:0031616;GO:0043231;GO:0043410;GO:0045666;GO:0048471;GO:0051057;GO:0051146
ENSGACT00000000601.1	GO:0003677;GO:0003723;GO:0005634;GO:0005654;GO:0006337;GO:0006338;GO:0008080;GO:0016514;GO:0016922;GO:0022008;GO:0043044;GO:0045892;GO:0047485;GO:0071564;GO:0071565
ENSGACT00000023981.1	GO:0003677;GO:0003723;GO:0005634;GO:0005654;GO:0006337;GO:0006338;GO:0008080;GO:0016514;GO:0016922;GO:0022008;GO:0043044;GO:0045892;GO:0047485;GO:0071564;GO:0071565
ENSGACT00000019627.1	GO:0001671;GO:0003677;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006457;GO:0030018;GO:0030036;GO:0030198;GO:0031072;GO:0032880;GO:0034504;GO:0042802;GO:0043154;GO:0044183;GO:0045109;GO:0045892;GO:0048471;GO:0051082;GO:0051087;GO:0060710;GO:0060715;GO:0060717;GO:0061077;GO:0090084
ENSGACT00000020002.1	GO:0004672;GO:0004679;GO:0005524;GO:0005634;GO:0005654;GO:0005829;GO:0006468;GO:0006633;GO:0010628;GO:0016208;GO:0019901;GO:0031588;GO:0032991;GO:0043531;GO:0050790;GO:0051170;GO:0051291;GO:0071900
ENSGACT00000020281.1	GO:0001755;GO:0005615;GO:0005887;GO:0030215;GO:0030335;GO:0045499;GO:0048843;GO:0050919;GO:0071526
ENSGACT00000021678.1	GO:0004674;GO:0004712;GO:0004713;GO:0004715;GO:0005154;GO:0005524;GO:0005634;GO:0005737;GO:0005768;GO:0005886;GO:0005905;GO:0005912;GO:0006897;GO:0007165;GO:0007286;GO:0016310;GO:0030136;GO:0030154;GO:0030424;GO:0030425;GO:0030426;GO:0030659;GO:0031625;GO:0038083;GO:0042127;GO:0042802;GO:0043025;GO:0046872;GO:0050699;GO:0050731;GO:0070436;GO:0097268;GO:2000369
ENSGACT00000012632.1	GO:0000122;GO:0003714;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0006839;GO:0007605;GO:0016639;GO:0042403;GO:0042562;GO:0042803;GO:0047127;GO:0050661;GO:0070324;GO:0070327
ENSGACT00000012639.1	GO:0000122;GO:0003714;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0006839;GO:0007605;GO:0016639;GO:0042403;GO:0042562;GO:0042803;GO:0047127;GO:0050661;GO:0070324;GO:0070327
ENSGACT00000003485.1	GO:0003755;GO:0005509;GO:0005783;GO:0005788
ENSGACT00000021376.1	GO:0001666;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005783;GO:0006915;GO:0008219;GO:0008626;GO:0009617;GO:0010637;GO:0010659;GO:0010666;GO:0010821;GO:0010917;GO:0010940;GO:0014069;GO:0016239;GO:0021987;GO:0030425;GO:0031307;GO:0031966;GO:0035694;GO:0042802;GO:0042803;GO:0043065;GO:0043066;GO:0043068;GO:0043243;GO:0043653;GO:0045837;GO:0046902;GO:0046982;GO:0048102;GO:0048709;GO:0050873;GO:0051020;GO:0051402;GO:0051561;GO:0051607;GO:0055093;GO:0060548;GO:0070301;GO:0071260;GO:0071279;GO:0071456;GO:0072593;GO:0090141;GO:0090200;GO:0097193;GO:0097345;GO:1901998;GO:1902109;GO:1903599;GO:1903715;GO:1990144;GO:2000378
ENSGACT00000012601.1	GO:0001666;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005783;GO:0006915;GO:0008219;GO:0008626;GO:0009617;GO:0010637;GO:0010659;GO:0010666;GO:0010821;GO:0010917;GO:0010940;GO:0014069;GO:0016239;GO:0021987;GO:0030425;GO:0031307;GO:0031966;GO:0035694;GO:0042802;GO:0042803;GO:0043065;GO:0043066;GO:0043068;GO:0043243;GO:0043653;GO:0045837;GO:0046902;GO:0046982;GO:0048102;GO:0048709;GO:0050873;GO:0051020;GO:0051402;GO:0051561;GO:0051607;GO:0055093;GO:0060548;GO:0070301;GO:0071260;GO:0071279;GO:0071456;GO:0072593;GO:0090141;GO:0090200;GO:0097193;GO:0097345;GO:1901998;GO:1902109;GO:1903599;GO:1903715;GO:1990144;GO:2000378
ENSGACT00000021374.1	GO:0001666;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005783;GO:0006915;GO:0008219;GO:0008626;GO:0009617;GO:0010637;GO:0010659;GO:0010666;GO:0010821;GO:0010917;GO:0010940;GO:0014069;GO:0016239;GO:0021987;GO:0030425;GO:0031307;GO:0031966;GO:0035694;GO:0042802;GO:0042803;GO:0043065;GO:0043066;GO:0043068;GO:0043243;GO:0043653;GO:0045837;GO:0046902;GO:0046982;GO:0048102;GO:0048709;GO:0050873;GO:0051020;GO:0051402;GO:0051561;GO:0051607;GO:0055093;GO:0060548;GO:0070301;GO:0071260;GO:0071279;GO:0071456;GO:0072593;GO:0090141;GO:0090200;GO:0097193;GO:0097345;GO:1901998;GO:1902109;GO:1903599;GO:1903715;GO:1990144;GO:2000378
ENSGACT00000012594.1	GO:0001666;GO:0005634;GO:0005635;GO:0005654;GO:0005737;GO:0005739;GO:0005741;GO:0005783;GO:0006915;GO:0008219;GO:0008626;GO:0009617;GO:0010637;GO:0010659;GO:0010666;GO:0010821;GO:0010917;GO:0010940;GO:0014069;GO:0016239;GO:0021987;GO:0030425;GO:0031307;GO:0031966;GO:0035694;GO:0042802;GO:0042803;GO:0043065;GO:0043066;GO:0043068;GO:0043243;GO:0043653;GO:0045837;GO:0046902;GO:0046982;GO:0048102;GO:0048709;GO:0050873;GO:0051020;GO:0051402;GO:0051561;GO:0051607;GO:0055093;GO:0060548;GO:0070301;GO:0071260;GO:0071279;GO:0071456;GO:0072593;GO:0090141;GO:0090200;GO:0097193;GO:0097345;GO:1901998;GO:1902109;GO:1903599;GO:1903715;GO:1990144;GO:2000378
ENSGACT00000026611.1	GO:0000149;GO:0005545;GO:0005546;GO:0005634;GO:0005768;GO:0005794;GO:0005886;GO:0005905;GO:0006898;GO:0007409;GO:0008021;GO:0008283;GO:0010629;GO:0014069;GO:0016188;GO:0016192;GO:0017124;GO:0030100;GO:0030136;GO:0030276;GO:0031224;GO:0031982;GO:0035459;GO:0042734;GO:0042802;GO:0043005;GO:0043025;GO:0045202;GO:0045211;GO:0048268;GO:0048488;GO:0048813;GO:0050772;GO:0051223;GO:0055072;GO:0072583;GO:0097418;GO:0098685;GO:0098688;GO:0098711;GO:0098794;GO:0098894;GO:1900242;GO:1900244;GO:1901216;GO:1902004;GO:1902803;GO:1902959;GO:1902961;GO:1902963;GO:1903861;GO:2000331;GO:2000809
ENSGACT00000004394.1	GO:0001956;GO:0005245;GO:0005509;GO:0005524;GO:0005886;GO:0005891;GO:0006816;GO:0007268;GO:0007269;GO:0007626;GO:0008016;GO:0008022;GO:0008217;GO:0008331;GO:0014070;GO:0016020;GO:0019233;GO:0030425;GO:0032991;GO:0033574;GO:0034765;GO:0043005;GO:0043025;GO:0043198;GO:0043679;GO:0048265;GO:0051721;GO:0051924;GO:0070509;GO:0070588;GO:0098685;GO:0098978;GO:0099635;GO:1904645
ENSGACT00000023987.1	GO:0005524;GO:0005604;GO:0005886;GO:0007186;GO:0009181;GO:0009986;GO:0016021;GO:0016887;GO:0017110;GO:0017111;GO:0030168;GO:0031253;GO:0042802;GO:0043262;GO:0044297;GO:0051260;GO:0071354
ENSGACT00000023986.1	GO:0005524;GO:0005604;GO:0005886;GO:0007186;GO:0009181;GO:0009986;GO:0016021;GO:0016887;GO:0017110;GO:0017111;GO:0030168;GO:0031253;GO:0042802;GO:0043262;GO:0044297;GO:0051260;GO:0071354
ENSGACT00000003803.1	GO:0001726;GO:0005085;GO:0005089;GO:0005737;GO:0005925;GO:0005938;GO:0007264;GO:0019901;GO:0030027;GO:0030032;GO:0030426;GO:0032991;GO:0035023;GO:0043065;GO:0043615;GO:0098974;GO:0098982;GO:0099140
ENSGACT00000008543.1	GO:0001672;GO:0004674;GO:0005524;GO:0005634;GO:0005882;GO:0006325;GO:0006468;GO:0006974;GO:0007049;GO:0007059;GO:0007275;GO:0007283;GO:0018105;GO:0030154;GO:0032435;GO:0035556;GO:0048471;GO:0071480
ENSGACT00000010094.1	GO:0000737;GO:0002283;GO:0002673;GO:0003677;GO:0004519;GO:0004520;GO:0004530;GO:0004536;GO:0005576;GO:0005634;GO:0005783;GO:0006308;GO:0006309;GO:0010623;GO:0070948
ENSGACT00000001598.1	GO:0006605;GO:0008021;GO:0030054;GO:0030285;GO:0030672;GO:0031594;GO:0042470;GO:0045055;GO:0048169;GO:0048172;GO:0048499;GO:1990830
ENSGACT00000016688.1	GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0019226;GO:0019233;GO:0030054;GO:0030315;GO:0032287;GO:0032290;GO:0043209;GO:0043484
ENSGACT00000026096.1	GO:0005516;GO:0005737;GO:0005923;GO:0007626;GO:0008285;GO:0014069;GO:0016020;GO:0016055;GO:0016358;GO:0019904;GO:0030331;GO:0030425;GO:0032991;GO:0043025;GO:0043197;GO:0044877;GO:0045211;GO:0051721;GO:0070016;GO:0090443
ENSGACT00000002817.1	GO:0002934;GO:0003165;GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0014704;GO:0016021;GO:0016324;GO:0016328;GO:0030054;GO:0030057;GO:0032570;GO:0043231;GO:0050839;GO:0060135;GO:0086073;GO:0086091;GO:0098911
ENSGACT00000017436.1	GO:0002934;GO:0003165;GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0014704;GO:0016021;GO:0016324;GO:0016328;GO:0030054;GO:0030057;GO:0032570;GO:0043231;GO:0050839;GO:0060135;GO:0086073;GO:0086091;GO:0098911
ENSGACT00000024831.1	GO:0002151;GO:0005634;GO:0006355;GO:0006397;GO:0007611;GO:0008380;GO:0010468;GO:0010629;GO:0016607;GO:0035063;GO:0043484
ENSGACT00000018717.1	GO:0005739;GO:0005743;GO:0016020;GO:0019233;GO:0042165;GO:0097060
ENSGACT00000018729.1	GO:0005739;GO:0005743;GO:0016020;GO:0019233;GO:0042165;GO:0097060
ENSGACT00000018722.1	GO:0005739;GO:0005743;GO:0016020;GO:0019233;GO:0042165;GO:0097060
ENSGACT00000021632.1	GO:0005509;GO:0005576;GO:0005887;GO:0005911;GO:0005977;GO:0007155;GO:0007156;GO:0016339;GO:0060711
ENSGACT00000023675.1	GO:0001708;GO:0001764;GO:0002087;GO:0005634;GO:0005654;GO:0006355;GO:0007417;GO:0007585;GO:0030182;GO:0043565;GO:0045665;GO:0048665
ENSGACT00000023673.1	GO:0001708;GO:0001764;GO:0002087;GO:0005634;GO:0005654;GO:0006355;GO:0007417;GO:0007585;GO:0030182;GO:0043565;GO:0045665;GO:0048665
ENSGACT00000022106.1	GO:0001708;GO:0001764;GO:0002087;GO:0005634;GO:0005654;GO:0006355;GO:0007417;GO:0007585;GO:0030182;GO:0043565;GO:0045665;GO:0048665
ENSGACT00000004167.1	GO:0005923;GO:0012505;GO:0014069;GO:0016324;GO:0030425;GO:0035556;GO:0042552;GO:0045211
ENSGACT00000012972.1	GO:0000938;GO:0005829;GO:0006896;GO:0007041;GO:0010008;GO:0010668;GO:0015031;GO:0017137;GO:0019905;GO:0032456;GO:0042147;GO:0048471;GO:0048611;GO:0055037;GO:1990745
ENSGACT00000011845.1	GO:0003323;GO:0004674;GO:0004676;GO:0005158;GO:0005524;GO:0005634;GO:0005829;GO:0005886;GO:0005925;GO:0006469;GO:0006972;GO:0007173;GO:0010518;GO:0010667;GO:0014069;GO:0016004;GO:0016477;GO:0018105;GO:0018107;GO:0019722;GO:0019901;GO:0030512;GO:0031410;GO:0032148;GO:0032869;GO:0034122;GO:0035556;GO:0042995;GO:0043122;GO:0043204;GO:0043274;GO:0043304;GO:0043524;GO:0043536;GO:0048041;GO:0051281;GO:0071364;GO:0097191;GO:1903078;GO:1903672;GO:1905564;GO:1990416;GO:2000352
ENSGACT00000024133.1	GO:0000122;GO:0003682;GO:0003727;GO:0005634;GO:0005654;GO:0006325;GO:0016604;GO:0016607;GO:0016925;GO:0019789;GO:0019899;GO:0031519;GO:0032183;GO:0035064;GO:0035102;GO:0044212;GO:0045892;GO:0051219
ENSGACT00000006731.1	GO:0022604;GO:0030345;GO:0031012;GO:0031214;GO:0036305;GO:0042475;GO:0070175;GO:0097186
ENSGACT00000006728.1	GO:0022604;GO:0030345;GO:0031012;GO:0031214;GO:0036305;GO:0042475;GO:0070175;GO:0097186
ENSGACT00000027611.1	GO:0000400;GO:0000722;GO:0000723;GO:0000724;GO:0000781;GO:0000784;GO:0003697;GO:0005524;GO:0005634;GO:0005657;GO:0005737;GO:0005813;GO:0006289;GO:0006974;GO:0008094;GO:0033063;GO:0036297;GO:0042148;GO:0043015;GO:0051276;GO:0051726
ENSGACT00000018844.1	GO:0000502;GO:0004175;GO:0004298;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005839;GO:0006508;GO:0006979;GO:0008233;GO:0010498;GO:0010499;GO:0019774;GO:0043161
ENSGACT00000011059.1	GO:0004484;GO:0004651;GO:0004725;GO:0005525;GO:0005634;GO:0006370;GO:0006396;GO:0008138;GO:0008192;GO:0050355
ENSGACT00000027013.1	GO:0004303;GO:0005789;GO:0006633;GO:0006703;GO:0016021;GO:0102339;GO:0102340;GO:0102341;GO:0102342
ENSGACT00000027014.1	GO:0004303;GO:0005789;GO:0006633;GO:0006703;GO:0016021;GO:0102339;GO:0102340;GO:0102341;GO:0102342
ENSGACT00000010232.1	GO:0005314;GO:0005887;GO:0015501;GO:0046872;GO:0070779;GO:0071805;GO:0098712;GO:0140009;GO:1902476
ENSGACT00000010223.1	GO:0005314;GO:0005887;GO:0015501;GO:0046872;GO:0070779;GO:0071805;GO:0098712;GO:0140009;GO:1902476
ENSGACT00000014916.1	GO:0005314;GO:0005887;GO:0015501;GO:0046872;GO:0070779;GO:0071805;GO:0098712;GO:0140009;GO:1902476
ENSGACT00000018771.2	GO:0004930;GO:0005886;GO:0007275;GO:0016021;GO:0017147;GO:0035567;GO:0042813;GO:0060070
ENSGACT00000005031.1	GO:0001708;GO:0001756;GO:0003007;GO:0003208;GO:0005104;GO:0005615;GO:0005764;GO:0007368;GO:0007420;GO:0007422;GO:0007492;GO:0007498;GO:0008083;GO:0008543;GO:0009880;GO:0009887;GO:0009952;GO:0009953;GO:0010002;GO:0014709;GO:0021549;GO:0021555;GO:0021571;GO:0021572;GO:0021588;GO:0021703;GO:0030177;GO:0030182;GO:0030335;GO:0030878;GO:0030901;GO:0030902;GO:0030903;GO:0030916;GO:0030917;GO:0031076;GO:0035050;GO:0042664;GO:0043049;GO:0046850;GO:0048263;GO:0048339;GO:0048665;GO:0048702;GO:0048705;GO:0048709;GO:0048839;GO:0051146;GO:0051216;GO:0055012;GO:0060037;GO:0060041;GO:0060059;GO:0060271;GO:0060788;GO:0061053;GO:0061195;GO:0061386;GO:0070121;GO:0071599
ENSGACT00000005026.1	GO:0001708;GO:0001756;GO:0003007;GO:0003208;GO:0005104;GO:0005615;GO:0005764;GO:0007368;GO:0007420;GO:0007422;GO:0007492;GO:0007498;GO:0008083;GO:0008543;GO:0009880;GO:0009887;GO:0009952;GO:0009953;GO:0010002;GO:0014709;GO:0021549;GO:0021555;GO:0021571;GO:0021572;GO:0021588;GO:0021703;GO:0030177;GO:0030182;GO:0030335;GO:0030878;GO:0030901;GO:0030902;GO:0030903;GO:0030916;GO:0030917;GO:0031076;GO:0035050;GO:0042664;GO:0043049;GO:0046850;GO:0048263;GO:0048339;GO:0048665;GO:0048702;GO:0048705;GO:0048709;GO:0048839;GO:0051146;GO:0051216;GO:0055012;GO:0060037;GO:0060041;GO:0060059;GO:0060271;GO:0060788;GO:0061053;GO:0061195;GO:0061386;GO:0070121;GO:0071599
ENSGACT00000027368.1	GO:0005886;GO:0016021;GO:0022857
ENSGACT00000027367.1	GO:0005886;GO:0016021;GO:0022857
ENSGACT00000012442.1	GO:0000015;GO:0000287;GO:0004634;GO:0005829;GO:0006094;GO:0006096
ENSGACT00000026699.1	GO:0005509;GO:0007219;GO:0016021;GO:0021536;GO:0030154;GO:0030901
ENSGACT00000027527.1	GO:0004843;GO:0005737;GO:0006511;GO:0016579;GO:0046872;GO:0048471;GO:0048511
ENSGACT00000027526.1	GO:0004843;GO:0005737;GO:0006511;GO:0016579;GO:0046872;GO:0048471;GO:0048511
ENSGACT00000022451.1	GO:0001568;GO:0001707;GO:0001885;GO:0004222;GO:0005509;GO:0005576;GO:0006508;GO:0008233;GO:0008237;GO:0008270;GO:0009953;GO:0030513;GO:0035124;GO:0035162;GO:0036342;GO:0048264
ENSGACT00000005382.1	GO:0005243;GO:0005739;GO:0005886;GO:0005921;GO:0005922;GO:0007154;GO:0007267;GO:0008283;GO:0014704;GO:0016021;GO:0016324;GO:0022832;GO:0030154;GO:0031101;GO:0033333;GO:0033334;GO:0033338;GO:0035050;GO:0035143;GO:0035162;GO:0055077;GO:0060272;GO:0060349;GO:0070121;GO:0098868;GO:0099111
ENSGACT00000000840.1	GO:0004325;GO:0005743;GO:0006783;GO:0046872;GO:0051537
ENSGACT00000017921.1	GO:0001568;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005829;GO:0006457;GO:0007517;GO:0019901;GO:0030511;GO:0032435;GO:0034751;GO:0043627;GO:0046983;GO:0050900;GO:0051082;GO:0071157;GO:1901389;GO:1901799;GO:1903827
ENSGACT00000020156.1	GO:0001726;GO:0004550;GO:0005524;GO:0005615;GO:0005739;GO:0005886;GO:0006183;GO:0006228;GO:0006241;GO:0030027;GO:0043066;GO:0045618;GO:0045682;GO:0046872;GO:0050679
ENSGACT00000020112.1	GO:0004402;GO:0005634;GO:0005737;GO:0006355;GO:0030374;GO:0035257;GO:0046983
ENSGACT00000018715.1	GO:0005737;GO:0005793;GO:0005886;GO:0006508;GO:0008270;GO:0009897;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0070062
ENSGACT00000018710.1	GO:0005737;GO:0005793;GO:0005886;GO:0006508;GO:0008270;GO:0009897;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0070062
ENSGACT00000022035.1	
ENSGACT00000022046.1	GO:0005789;GO:0016021
ENSGACT00000021114.1	GO:0005840;GO:0042254
ENSGACT00000021129.1	GO:0005840;GO:0042254
ENSGACT00000021134.1	GO:0005743;GO:0016021;GO:0033617
ENSGACT00000021136.1	GO:0005743;GO:0016021;GO:0033617
ENSGACT00000021139.1	GO:0005730
ENSGACT00000014591.1	GO:0003712;GO:0006357;GO:0016592
ENSGACT00000005234.1	GO:0005198;GO:0005882
ENSGACT00000005199.1	GO:0005198;GO:0005882
ENSGACT00000018412.1	GO:0005198;GO:0005882
ENSGACT00000005208.1	GO:0005198;GO:0005882
ENSGACT00000005148.1	GO:0005198;GO:0005882
ENSGACT00000019220.1	GO:0005198;GO:0005882
ENSGACT00000018407.1	GO:0005198;GO:0005882
ENSGACT00000018411.1	GO:0005198;GO:0005882
ENSGACT00000019219.1	GO:0005198;GO:0005882
ENSGACT00000007579.1	GO:0004367;GO:0005975;GO:0009331;GO:0042803;GO:0046168;GO:0051287
ENSGACT00000004039.1	GO:0004367;GO:0005975;GO:0009331;GO:0042803;GO:0046168;GO:0051287
ENSGACT00000007610.1	GO:0004367;GO:0005975;GO:0009331;GO:0042803;GO:0046168;GO:0051287
ENSGACT00000003188.1	GO:0000122;GO:0003677;GO:0005634;GO:0007367;GO:0045944;GO:0048793
ENSGACT00000003191.1	GO:0000122;GO:0003677;GO:0005634;GO:0007367;GO:0045944;GO:0048793
ENSGACT00000011149.1	GO:0000122;GO:0003677;GO:0005634;GO:0007367;GO:0045944
ENSGACT00000013843.1	GO:0005737;GO:0008270
ENSGACT00000008332.1	GO:0000775;GO:0000785;GO:0000794;GO:0003682;GO:0005654;GO:0005694;GO:0005829;GO:0006302;GO:0006310;GO:0006357;GO:0006915;GO:0007062;GO:0007131;GO:0008278;GO:0010972;GO:0016020;GO:0016363;GO:0030893;GO:0045841;GO:0045876;GO:0051301;GO:0051321;GO:0071168
ENSGACT00000011177.2	GO:0004674;GO:0005085;GO:0005089;GO:0005096;GO:0005524;GO:0005654;GO:0005829;GO:0006468;GO:0007165;GO:0007186;GO:0007399;GO:0007528;GO:0007595;GO:0007613;GO:0008344;GO:0015629;GO:0016192;GO:0035023;GO:0035176;GO:0035556;GO:0042711;GO:0043065;GO:0046872;GO:0046959;GO:0048013;GO:0051056;GO:0060125;GO:0060137;GO:0061003;GO:0070062
ENSGACT00000013913.1	GO:0004674;GO:0005085;GO:0005089;GO:0005096;GO:0005524;GO:0005654;GO:0005829;GO:0006468;GO:0007165;GO:0007186;GO:0007399;GO:0007528;GO:0007595;GO:0007613;GO:0008344;GO:0015629;GO:0016192;GO:0035023;GO:0035176;GO:0035556;GO:0042711;GO:0043065;GO:0046872;GO:0046959;GO:0048013;GO:0051056;GO:0060125;GO:0060137;GO:0061003;GO:0070062
ENSGACT00000011193.1	GO:0004674;GO:0005085;GO:0005089;GO:0005096;GO:0005524;GO:0005654;GO:0005829;GO:0006468;GO:0007165;GO:0007186;GO:0007399;GO:0007528;GO:0007595;GO:0007613;GO:0008344;GO:0015629;GO:0016192;GO:0035023;GO:0035176;GO:0035556;GO:0042711;GO:0043065;GO:0046872;GO:0046959;GO:0048013;GO:0051056;GO:0060125;GO:0060137;GO:0061003;GO:0070062
ENSGACT00000011197.1	GO:0004674;GO:0005085;GO:0005089;GO:0005096;GO:0005524;GO:0005654;GO:0005829;GO:0006468;GO:0007165;GO:0007186;GO:0007399;GO:0007528;GO:0007595;GO:0007613;GO:0008344;GO:0015629;GO:0016192;GO:0035023;GO:0035176;GO:0035556;GO:0042711;GO:0043065;GO:0046872;GO:0046959;GO:0048013;GO:0051056;GO:0060125;GO:0060137;GO:0061003;GO:0070062
ENSGACT00000027088.1	GO:0000278;GO:0042802;GO:0051301
ENSGACT00000011204.1	GO:0004860;GO:0005654;GO:0005737;GO:0005739;GO:0007165;GO:0016604;GO:0017112;GO:0017124;GO:0030659;GO:0035556;GO:0061099
ENSGACT00000002634.1	GO:0003712;GO:0003713;GO:0005634;GO:0005654;GO:0006357;GO:0006367;GO:0016020;GO:0016592;GO:0019827;GO:0030374;GO:0030518;GO:0030521;GO:0038023;GO:0042809;GO:0045893;GO:0045944;GO:0070847
ENSGACT00000025560.1	GO:0002576;GO:0005509;GO:0005886;GO:0005887;GO:0007155;GO:0007156;GO:0031092
ENSGACT00000021212.1	GO:0002576;GO:0005509;GO:0005886;GO:0005887;GO:0007155;GO:0007156;GO:0031092
ENSGACT00000022818.1	GO:0000183;GO:0000793;GO:0000981;GO:0001650;GO:0003677;GO:0004386;GO:0005524;GO:0005634;GO:0005654;GO:0005677;GO:0006334;GO:0006338;GO:0006352;GO:0006357;GO:0016584;GO:0016589;GO:0016887;GO:0031213;GO:0031491;GO:0034080;GO:0043044;GO:0045815;GO:0045893;GO:1990830
ENSGACT00000018571.1	GO:0003091;GO:0004016;GO:0005516;GO:0005524;GO:0005737;GO:0005794;GO:0005886;GO:0005887;GO:0005929;GO:0006171;GO:0007165;GO:0007186;GO:0007189;GO:0007193;GO:0007338;GO:0007340;GO:0007608;GO:0008355;GO:0016020;GO:0016021;GO:0030317;GO:0046872;GO:0071377;GO:1904322
ENSGACT00000003333.1	GO:0005737
ENSGACT00000006627.1	GO:0001669;GO:0005078;GO:0005737;GO:0005815;GO:0005829;GO:0007257;GO:0008432;GO:0016192;GO:0019894;GO:0030159;GO:0030335;GO:0042147;GO:0045666;GO:0048471;GO:0051146;GO:0051149;GO:0051260;GO:0070062
ENSGACT00000014064.1	GO:0001669;GO:0005078;GO:0005737;GO:0005815;GO:0005829;GO:0007257;GO:0008432;GO:0016192;GO:0019894;GO:0030159;GO:0030335;GO:0042147;GO:0045666;GO:0048471;GO:0051146;GO:0051149;GO:0051260;GO:0070062
ENSGACT00000016265.1	GO:0000981;GO:0003677;GO:0005634;GO:0045944;GO:0046872
ENSGACT00000012135.1	GO:0000981;GO:0003677;GO:0005634;GO:0045944;GO:0046872
ENSGACT00000000405.1	GO:0003777;GO:0005524;GO:0005871;GO:0005874;GO:0006996;GO:0007018;GO:0007411;GO:0008017;GO:0008045;GO:0008574;GO:0016887;GO:0032839;GO:0035253;GO:0043025;GO:0044295;GO:0045202;GO:0048489;GO:0051028;GO:0098971;GO:0099641;GO:0150034;GO:1904115
ENSGACT00000019914.1	GO:0003777;GO:0005524;GO:0005871;GO:0005874;GO:0006996;GO:0007018;GO:0007411;GO:0008017;GO:0008045;GO:0008574;GO:0016887;GO:0032839;GO:0035253;GO:0043025;GO:0044295;GO:0045202;GO:0048489;GO:0051028;GO:0098971;GO:0099641;GO:0150034;GO:1904115
