"","Name","Sample","Date","Act.Num","Number","DPE","F","M","Family","WormSource","Sex","worm_present","n_worms_found","Group","Depth","Measure","Alpha_diversity_mean","Alpha_diversity_sd"
"650","n12RG20xGR13","n12RG20xGR13","9/24/2015","12","12","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 2","RG20xGR13",5000,"Observed",46.3,5.43752394630742
"727","n13GR25xRG20B","n13GR25xRG20B","11/5/2015","13","13","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",157.9,5.2799410771123
"750","n13GRAxGRA","n13GRAxGRA","4/2/2015","13","13","44","GRA","GRA","GRxGR","Gos","M","FALSE"," 0","GRAxGRA",5000,"Observed",74.9,3.03498123735734
"770","n13GRAxRG20","n13GRAxRG20","9/29/2015","13","13","41","GRA","RG20","GRxRG","Echo","F","FALSE"," 0","GRAxRG20",5000,"Observed",165.7,6.34297511687799
"811","n13GRxRG20A","n13GRxRG20A","10/6/2015","13","13","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 1","GRxRG20A",5000,"Observed",526,15.5777619273972
"921","n13RG20xGR13","n13RG20xGR13","9/24/2015","13","13","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 6","RG20xGR13",5000,"Observed",79.2,3.79473319220206
"963","n14GR25xRG20B","n14GR25xRG20B","11/5/2015","14","14","42","GR25","RG20B","GRxRG","Echo","F","FALSE"," 0","GR25xRG20B",5000,"Observed",255.9,13.5519576281641
"982","n14GRAxGR13","n14GRAxGR13","11/19/2014","14"," 8","43","GRmixA","GR13","GRxGR","Gos","F","FALSE"," 0","GRAxGR13",5000,"Observed",76,4.47213595499958
"999","n14GRAxGRA","n14GRAxGRA","4/2/2015","14","14","44","GRA","GRA","GRxGR","Gos","M","FALSE"," 0","GRAxGRA",5000,"Observed",122.4,4.35124503255486
"1015","n14GRAxRG20","n14GRAxRG20","9/29/2015","14","14","41","GRA","RG20","GRxRG","Echo","F","FALSE"," 0","GRAxRG20",5000,"Observed",53.5,2.12132034355964
"1065","n14GRxGRA","n14GRxGRA","12/9/2014","14","14","42","GR","GRmixA","GRxGR","Gos","F"," TRUE"," 3","GRxGRA",5000,"Observed",26.4,2.91356978445495
"1097","n14RG20xGR13","n14RG20xGR13","9/24/2015","14","14","41","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",5000,"Observed",77.3,3.77270901784558
"1130","n14RG33xGR13","n14RG33xGR13","10/1/2015","14","14","46","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 1","RG33xGR13A",5000,"Observed",262.8,7.29992389610254
"1168","n15GRAxGRA","n15GRAxGRA","4/2/2015","15","15","44","GRA","GRA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",5000,"Observed",280.3,6.71730766172149
"1195","n15GRAxRG20","n15GRAxRG20","9/29/2015","15","15","41","GRA","RG20","GRxRG","Echo","F"," TRUE"," 4","GRAxRG20",5000,"Observed",433.2,5.84617633823833
"1213","n15GRBxGR13","n15GRBxGR13","12/4/2014","15"," 3","44","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",69.4,7.51590905272868
"1259","n15GRxGRA","n15GRxGRA","12/9/2014","15","15","42","GR","GRmixA","GRxGR","Gos","F","FALSE"," 0","GRxGRA",5000,"Observed",42.2,3.35989417822777
"1280","n15GRxRG20A","n15GRxRG20A","10/6/2015","15","15","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 6","GRxRG20A",5000,"Observed",393.2,9.62404396406325
"1296","n15RG20xGR13","n15RG20xGR13","9/24/2015","15","15","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 1","RG20xGR13",5000,"Observed",89.7,4.34741302385683
"1343","n16GR25xRG20B","n16GR25xRG20B","11/5/2015","16","16","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",333.3,6.07453701939498
"1358","n16GRAxGR13","n16GRAxGR13","11/19/2014","16","10","43","GRmixA","GR13","GRxGR","Gos","F"," TRUE"," 2","GRAxGR13",5000,"Observed",62.1,3.6040101122068
"1386","n16GRAxGRA","n16GRAxGRA","4/2/2015","16","16","44","GRA","GRA","GRxGR","Gos","M","FALSE"," 0","GRAxGRA",5000,"Observed",379.4,5.01553143301441
"1427","n16GRxRG20A","n16GRxRG20A","10/6/2015","16","16","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 3","GRxRG20A",5000,"Observed",221.1,8.99938269487907
"1456","n16RG20xGR13","n16RG20xGR13","9/24/2015","16","16","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 6","RG20xGR13",5000,"Observed",63.7,2.94580681270476
"1483","n16RG33xGR13","n16RG33xGR13","10/1/2015","16","16","46","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 1","RG33xGR13A",5000,"Observed",344.5,8.9473770209797
"1509","n17GRAxGR13","n17GRAxGR13","11/19/2014","17","11","43","GRmixA","GR13","GRxGR","Gos","F","FALSE"," 0","GRAxGR13",5000,"Observed",138.6,4.37670601657863
"1529","n17GRAxRG20","n17GRAxRG20","9/29/2015","17","17","41","GRA","RG20","GRxRG","Echo",NA," TRUE"," 7","GRAxRG20",5000,"Observed",54.6,3.59629438913631
"1561","n17GRxGRA","n17GRxGRA","12/9/2014","17","17","42","GR","GRmixA","GRxGR","Gos","F","FALSE"," 0","GRxGRA",5000,"Observed",121.2,8.35064867739826
"1605","n17RG20xGR13","n17RG20xGR13","9/24/2015","17","17","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 3","RG20xGR13",5000,"Observed",60.6,1.7763883459299
"1621","n17RG33xGR13","n17RG33xGR13","10/1/2015","17","17","46","RG33","GR13A","RGxGR","Echo","F"," TRUE"," 7","RG33xGR13A",5000,"Observed",105.6,4.74224513167433
"1661","n18GRAxGRA","n18GRAxGRA","2/4/2015","18"," 2","43","GRmixA","GRmixA","GRxGR","Gos","M","FALSE"," 0","GRAxGRA",5000,"Observed",143.9,10.1592869391071
"1738","n18GRxRG20A","n18GRxRG20A","10/6/2015","18","18","42","GR","RG20A","GRxRG","Echo",NA," TRUE"," 5","GRxRG20A",5000,"Observed",281.4,5.91044273581373
"1772","n18RG20xGR13","n18RG20xGR13","9/24/2015","18","18","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 1","RG20xGR13",5000,"Observed",127.2,6.03324125159934
"1815","n18RG33xGR13","n18RG33xGR13","10/1/2015","18","18","46","RG33","GR13A","RGxGR","Echo","M"," TRUE","15","RG33xGR13A",5000,"Observed",99.5,6.6206746886804
"1838","n19GR25xRG20B","n19GR25xRG20B","11/5/2015","19","19","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 9","GR25xRG20B",5000,"Observed",165.8,6.52856969191738
"1853","n19GRAxGRA","n19GRAxGRA","2/4/2015","19"," 3","43","GRmixA","GRmixA","GRxGR","Gos","F"," TRUE"," 3","GRAxGRA",5000,"Observed",29.1,2.76686746259295
"1914","n19GRxRG20A","n19GRxRG20A","10/6/2015","19","19","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 3","GRxRG20A",5000,"Observed",174.7,5.88878406615303
"1930","n19RG20xGR13","n19RG20xGR13","9/24/2015","19","19","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 2","RG20xGR13",5000,"Observed",122.6,6.04060335470629
"1976","n1GR25xRG20B","n1GR25xRG20B","11/5/2015"," 1"," 1","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",96,5.69600249687835
"2013","n1GRAxGR13","n1GRAxGR13","11/12/2014"," 1"," 1","43","GRmixA","GR13","GRxGR","Gos","M"," TRUE"," 2","GRAxGR13",5000,"Observed",77.7,4.13790070231539
"2038","n1GRAxRG20","n1GRAxRG20","9/29/2015"," 1"," 1","41","GRA","RG20","GRxRG","Echo","M"," TRUE"," 2","GRAxRG20",5000,"Observed",175.2,7.48034461475911
"2070","n1GRBxGR13","n1GRBxGR13","12/3/2014"," 1"," 1","43","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 3","GRBxGR13",5000,"Observed",80,5.2068331172711
"2122","n1GRxRG20A","n1GRxRG20A","10/6/2015"," 1"," 1","42","GR","RG20A","GRxRG","Echo","M"," TRUE","10","GRxRG20A",5000,"Observed",297.3,10.0227518953407
"2153","n1RG27xGR27","n1RG27xGR27","12/10/2014"," 1"," 7","43","RG27","GR27","RGxGR","Gos","F","FALSE"," 0","RG27xGR27",5000,"Observed",173.6,4.7656176001764
"2181","n1RG33xGR13","n1RG33xGR13","10/1/2015"," 1"," 1","46","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 1","RG33xGR13A",5000,"Observed",311.6,5.48128127762519
"2197","n20GR25xRG20B","n20GR25xRG20B","11/5/2015","20","20","42","GR25","RG20B","GRxRG","Echo","F","FALSE"," 0","GR25xRG20B",5000,"Observed",47.3,3.65300485141266
"2218","n20GRAxGRA","n20GRAxGRA","2/4/2015","20"," 4","43","GRmixA","GRmixA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",5000,"Observed",89.2,5.71158666416104
"2281","n20GRBxGR13","n20GRBxGR13","12/4/2014","20"," 8","44","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",53.7,1.76698110409314
"2301","n20GRxGRA","n20GRxGRA","12/9/2014","20","12","42","GR","GRmixA","GRxGR","Gos","M","FALSE"," 0","GRxGRA",5000,"Observed",153.2,2.93636207273937
"2324","n20GRxRG20A","n20GRxRG20A","10/6/2015","20","20","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",5000,"Observed",370.7,7.66014215127747
"2367","n21GR25xRG20B","n21GR25xRG20B","11/6/2015","21"," 1","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 2","GR25xRG20B",5000,"Observed",636.5,12.4744182674428
"2404","n21GRAxRG20","n21GRAxRG20","10/1/2015","21","21","43","GRA","RG20","GRxRG","Echo","M"," TRUE"," 1","GRAxRG20",5000,"Observed",201.9,4.58136321294098
"2419","n21GRBxGR13","n21GRBxGR13","12/4/2014","21"," 9","44","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",315.3,4.76211904279784
"2453","n21GRxRG20A","n21GRxRG20A","10/6/2015","21","21","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 2","GRxRG20A",5000,"Observed",213,11.4017542509914
"2483","n21RG20xGR13","n21RG20xGR13","9/25/2015","21"," 2","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 9","RG20xGR13",5000,"Observed",105.3,4.96767327606977
"2520","n21RG33xGR13","n21RG33xGR13","9/29/2015","21","21","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",5000,"Observed",569.3,9.47569991551489
"2549","n22GR25xRG20B","n22GR25xRG20B","11/6/2015","22"," 2","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",379.4,7.48628375393589
"2595","n22GRxRG20A","n22GRxRG20A","10/6/2015","22","22","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 3","GRxRG20A",5000,"Observed",179.9,10.4077962231311
"2632","n22RG33xGR13","n22RG33xGR13","9/29/2015","22","22","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",5000,"Observed",284.6,7.26024180803306
"2658","n23GRAxRG20","n23GRAxRG20","10/1/2015","23","23","43","GRA","RG20","GRxRG","Echo","M"," TRUE"," 1","GRAxRG20",5000,"Observed",433.4,9.66321777555374
"2680","n23GRxRG20A","n23GRxRG20A","10/6/2015","23","23","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 2","GRxRG20A",5000,"Observed",315.3,9.76444798462486
"2700","n23RG20xGR13","n23RG20xGR13","9/25/2015","23"," 4","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 5","RG20xGR13",5000,"Observed",53.3,2.94580681270476
"2727","n24GR25xRG20B","n24GR25xRG20B","11/6/2015","24"," 4","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",213.7,10.4141997078775
"2763","n24GRAxRG20","n24GRAxRG20","10/1/2015","24","24","43","GRA","RG20","GRxRG","Echo","M"," TRUE","12","GRAxRG20",5000,"Observed",533.1,6.74042530804498
"2788","n24RG20xGR13","n24RG20xGR13","9/25/2015","24"," 5","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 1","RG20xGR13",5000,"Observed",72.8,4.26354052141853
"2810","n24RG33xGR13","n24RG33xGR13","9/29/2015","24","24","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",5000,"Observed",356.5,9.26462807312486
"2893","n25RG33xGR13","n25RG33xGR13","9/29/2015","25","25","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 0","RG33xGR13A",5000,"Observed",83.6,4.83505716385833
"2988","n26GR25xRG20B","n26GR25xRG20B","11/6/2015","26"," 6","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",228.6,10.7206964947868
"3049","n26RG20xGR13","n26RG20xGR13","9/25/2015","26"," 7","42","RG20","GR13","RGxGR","Echo","M","FALSE"," 0","RG20xGR13",5000,"Observed",71.2,3.11982905514602
"3082","n27GR25xRG20B","n27GR25xRG20B","11/6/2015","27"," 7","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",370,10.3387082795139
"3098","n27GRAxRG20","n27GRAxRG20","10/1/2015","27","27","43","GRA","RG20","GRxRG","Echo","M"," TRUE"," 5","GRAxRG20",5000,"Observed",319.1,4.22821212544709
"3113","n27GRBxGR13","n27GRBxGR13","12/9/2014","27"," 5","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",177.4,2.01108041719978
"3129","n27GRxRG20A","n27GRxRG20A","10/6/2015","27","27","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",266.6,5.73875712444196
"3153","n27RG33xGR13","n27RG33xGR13","9/29/2015","27","27","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",5000,"Observed",193.1,8.55634916954136
"3181","n28GR25xRG20B","n28GR25xRG20B","11/6/2015","28"," 8","42","GR25","RG20B","GRxRG","Echo","F"," TRUE"," 1","GR25xRG20B",5000,"Observed",46.8,2.85968141193696
"3212","n28GRxRG20A","n28GRxRG20A","10/6/2015","28","28","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",507.2,10.5282688246665
"3239","n28RG33xGR13","n28RG33xGR13","9/29/2015","28","28","44","RG33","GR13A","RGxGR","Echo","F"," TRUE"," 6","RG33xGR13A",5000,"Observed",170.6,7.0427267446636
"3263","n29GR25xRG20B","n29GR25xRG20B","11/6/2015","29"," 9","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",214,8.88194172964949
"3310","n29GRAxRG20","n29GRAxRG20","10/1/2015","29","29","43","GRA","RG20","GRxRG","Echo","M","FALSE"," 0","GRAxRG20",5000,"Observed",277.8,8.33733237379386
"3333","n29GRBxGR13","n29GRBxGR13","12/9/2014","29"," 7","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",54.4,3.56526452189892
"3376","n29RG33xGR13","n29RG33xGR13","9/29/2015","29","29","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",5000,"Observed",378.7,6.78314905564599
"3403","n2GRAxGRA","n2GRAxGRA","4/2/2015"," 2"," 2","44","GRA","GRA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",5000,"Observed",112.8,7.96938586787659
"3444","n2GRAxRG20","n2GRAxRG20","9/29/2015"," 2"," 2","41","GRA","RG20","GRxRG","Echo","M"," TRUE","10","GRAxRG20",5000,"Observed",492.8,7.9414524280302
"3485","n2GRxRG20A","n2GRxRG20A","10/6/2015"," 2"," 2","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",402.1,12.1330586049483
"3509","n2RG20xGR13","n2RG20xGR13","9/24/2015"," 2"," 2","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 2","RG20xGR13",5000,"Observed",137.9,4.04007700696685
"3526","n2RG27xGR27","n2RG27xGR27","12/10/2014"," 2"," 8","43","RG27","GR27","RGxGR","Gos","M","FALSE"," 0","RG27xGR27",5000,"Observed",108.5,5.1478150704935
"3547","n2RG33xGR13","n2RG33xGR13","10/1/2015"," 2"," 2","46","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",5000,"Observed",120,3.29983164553722
"3588","n30GRBxGR13","n30GRBxGR13","12/9/2014","30"," 8","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",5000,"Observed",90.7,3.74314187696795
"3607","n30GRxRG20A","n30GRxRG20A","10/6/2015","30","30","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",579.9,9.48038911531472
"3625","n30RG20xGR13","n30RG20xGR13","9/25/2015","30","11","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",5000,"Observed",71.9,3.69534241384416
"3651","n30RG33xGR13","n30RG33xGR13","9/29/2015","30","30","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 0","RG33xGR13A",5000,"Observed",191.9,5.21642704454985
"3693","n31GRBxGR13","n31GRBxGR13","12/9/2014","31"," 9","42","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 1","GRBxGR13",5000,"Observed",193.2,5.5337349251859
"3711","n31GRxRG20A","n31GRxRG20A","10/6/2015","31","31","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 2","GRxRG20A",5000,"Observed",285.6,5.62138772902208
"3726","n31RG20xGR13","n31RG20xGR13","9/25/2015","31","12","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 1","RG20xGR13",5000,"Observed",55.5,4.24918292799399
"3746","n31RG33xGR13","n31RG33xGR13","9/29/2015","31","31","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",5000,"Observed",378,9.52190457139047
"3768","n32GR25xRG20B","n32GR25xRG20B","11/6/2015","32","12","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 3","GR25xRG20B",5000,"Observed",284.2,4.02216083439956
"3791","n32GRxRG20A","n32GRxRG20A","10/6/2015","32","32","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",446.3,9.28619046398109
"3806","n32RG20xGR13","n32RG20xGR13","9/25/2015","32","13","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 2","RG20xGR13",5000,"Observed",45.2,4.63800723491362
"3843","n33GR25xRG20B","n33GR25xRG20B","11/6/2015","33","13","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 3","GR25xRG20B",5000,"Observed",308.3,12.737084962162
"3865","n33GRAxRG20","n33GRAxRG20","10/1/2015","33","33","43","GRA","RG20","GRxRG","Echo","M","FALSE"," 0","GRAxRG20",5000,"Observed",151.7,3.52924291535105
"3883","n33GRxRG20A","n33GRxRG20A","10/6/2015","33","33","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 1","GRxRG20A",5000,"Observed",217.2,9.0037029419382
"3922","n33RG33xGR13","n33RG33xGR13","9/29/2015","33","33","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",5000,"Observed",265.2,9.33095207718198
"3949","n34GR25xRG20B","n34GR25xRG20B","11/6/2015","34","14","42","GR25","RG20B","GRxRG","Echo","F","FALSE"," 0","GR25xRG20B",5000,"Observed",40.7,3.52924291535105
"4001","n34RG33xGR13","n34RG33xGR13","9/29/2015","34","34","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 2","RG33xGR13A",5000,"Observed",233.1,10.8161402029046
"4030","n35GR25xRG20B","n35GR25xRG20B","11/6/2015","35","15","42","GR25","RG20B","GRxRG","Echo","F"," TRUE"," 3","GR25xRG20B",5000,"Observed",97.7,3.33499958354154
"4058","n35GRxRG20A","n35GRxRG20A","10/6/2015","35","35","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",227.5,10.9366864776819
"4139","n35RG33xGR13","n35RG33xGR13","9/29/2015","35","35","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 2","RG33xGR13A",5000,"Observed",164.1,8.91253798495879
"4176","n36GRxRG20A","n36GRxRG20A","10/6/2015","36","36","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 1","GRxRG20A",5000,"Observed",123.4,4.92612085384298
"4195","n36RG20xGR13","n36RG20xGR13","9/25/2015","36","17","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",5000,"Observed",77.4,6.41525958598368
"4259","n37RG20xGR13","n37RG20xGR13","9/25/2015","37","18","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",5000,"Observed",56.4,3.86436713231718
"4275","n38GRxRG20A","n38GRxRG20A","10/6/2015","38","38","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",192.6,4.81202198203162
"4293","n38RG20xGR13","n38RG20xGR13","9/25/2015","38","19","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 8","RG20xGR13",5000,"Observed",41.1,4.06748625620843
"4332","n39RG20xGR13","n39RG20xGR13","9/25/2015","39","20","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 6","RG20xGR13",5000,"Observed",53.7,3.94546152771341
"4371","n3GRAxGR13","n3GRAxGR13","11/12/2014"," 3"," 3","43","GRmixA","GR13","GRxGR","Gos","M","FALSE"," 0","GRAxGR13",5000,"Observed",106,7.10242525088751
"4396","n3GRAxGRA","n3GRAxGRA","4/2/2015"," 3"," 3","44","GRA","GRA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",5000,"Observed",38.7,5.10010893129854
"4431","n3GRAxRG20","n3GRAxRG20","9/29/2015"," 3"," 3","41","GRA","RG20","GRxRG","Echo","F","FALSE"," 0","GRAxRG20",5000,"Observed",59.1,4.06748625620843
"4459","n3GRBxGR13","n3GRBxGR13","12/3/2014"," 3"," 3","43","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 1","GRBxGR13",5000,"Observed",109.3,4.98998997994986
"4486","n3GRxGRA","n3GRxGRA","12/10/2014"," 3"," 3","43","GR","GRmixA","GRxGR","Gos","F"," TRUE"," 2","GRxGRA",5000,"Observed",14,3.09120616516523
"4513","n3GRxGRnum2","n3GRxGRnum2","1/7/2015"," 3"," 3","43","GR","GR#2","GRxGR","Gos","F"," TRUE"," 1","GRxGRnum2",5000,"Observed",236.1,9.42160637400367
"4552","n3RG20xGR13","n3RG20xGR13","9/24/2015"," 3"," 3","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 1","RG20xGR13",5000,"Observed",270.7,7.98679465673739
"4615","n41GRxRG20A","n41GRxRG20A","10/6/2015","41","41","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",5000,"Observed",91.8,11.0131234846836
"4643","n41RG20xGR13","n41RG20xGR13","9/25/2015","41","22","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 5","RG20xGR13",5000,"Observed",87.4,6.88315173287483
"4693","n44GRxRG20A","n44GRxRG20A","10/6/2015","44","44","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",5000,"Observed",167,5.67646212197547
"4750","n47GRxRG20A","n47GRxRG20A","10/6/2015","47","47","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 9","GRxRG20A",5000,"Observed",298.4,9.19178377078622
"4776","n48GRxRG20A","n48GRxRG20A","10/6/2015","48","48","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",5000,"Observed",103.2,6.39096584597699
"4818","n4GR25xRG20B","n4GR25xRG20B","11/5/2015"," 4"," 4","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",5000,"Observed",324.5,14.9907378811792
"4854","n4GRAxGRA","n4GRAxGRA","4/2/2015"," 4"," 4","44","GRA","GRA","GRxGR","Gos","M"," TRUE"," 2","GRAxGRA",5000,"Observed",262.5,3.37474278855276
