"","Name","Sample","Date","Act.Num","Number","DPE","F","M","Family","WormSource","Sex","worm_present","n_worms_found","Group","Depth","Measure","Alpha_diversity_mean","Alpha_diversity_sd"
"1816","n18RG33xGR13","n18RG33xGR13","10/1/2015","18","18","46","RG33","GR13A","RGxGR","Echo","M"," TRUE","15","RG33xGR13A",6000,"Observed",111.9,7.30981075906438
"1854","n19GRAxGRA","n19GRAxGRA","2/4/2015","19"," 3","43","GRmixA","GRmixA","GRxGR","Gos","F"," TRUE"," 3","GRAxGRA",6000,"Observed",30,2.40370085030933
"1915","n19GRxRG20A","n19GRxRG20A","10/6/2015","19","19","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 3","GRxRG20A",6000,"Observed",182.3,3.52924291535105
"1931","n19RG20xGR13","n19RG20xGR13","9/24/2015","19","19","41","RG20","GR13","RGxGR","Echo","F"," TRUE"," 2","RG20xGR13",6000,"Observed",129.8,8.13497251241685
"1977","n1GR25xRG20B","n1GR25xRG20B","11/5/2015"," 1"," 1","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",104.6,6.00370256129036
"2039","n1GRAxRG20","n1GRAxRG20","9/29/2015"," 1"," 1","41","GRA","RG20","GRxRG","Echo","M"," TRUE"," 2","GRAxRG20",6000,"Observed",200.5,10.1898642450885
"2071","n1GRBxGR13","n1GRBxGR13","12/3/2014"," 1"," 1","43","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 3","GRBxGR13",6000,"Observed",92.4,4.22163738639668
"2123","n1GRxRG20A","n1GRxRG20A","10/6/2015"," 1"," 1","42","GR","RG20A","GRxRG","Echo","M"," TRUE","10","GRxRG20A",6000,"Observed",313.5,3.65908306668336
"2154","n1RG27xGR27","n1RG27xGR27","12/10/2014"," 1"," 7","43","RG27","GR27","RGxGR","Gos","F","FALSE"," 0","RG27xGR27",6000,"Observed",185.1,7.78103106563934
"2182","n1RG33xGR13","n1RG33xGR13","10/1/2015"," 1"," 1","46","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 1","RG33xGR13A",6000,"Observed",328.2,4.21109645262767
"2198","n20GR25xRG20B","n20GR25xRG20B","11/5/2015","20","20","42","GR25","RG20B","GRxRG","Echo","F","FALSE"," 0","GR25xRG20B",6000,"Observed",54.7,4.83160888777687
"2219","n20GRAxGRA","n20GRAxGRA","2/4/2015","20"," 4","43","GRmixA","GRmixA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",6000,"Observed",100.5,6.8677992593455
"2282","n20GRBxGR13","n20GRBxGR13","12/4/2014","20"," 8","44","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",6000,"Observed",57.1,3.69534241384416
"2302","n20GRxGRA","n20GRxGRA","12/9/2014","20","12","42","GR","GRmixA","GRxGR","Gos","M","FALSE"," 0","GRxGRA",6000,"Observed",163.4,3.77712412645741
"2325","n20GRxRG20A","n20GRxRG20A","10/6/2015","20","20","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",6000,"Observed",398.5,6.09644705272396
"2368","n21GR25xRG20B","n21GR25xRG20B","11/6/2015","21"," 1","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 2","GR25xRG20B",6000,"Observed",692.9,11.6375827959819
"2420","n21GRBxGR13","n21GRBxGR13","12/4/2014","21"," 9","44","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",6000,"Observed",333.3,10.392839415247
"2454","n21GRxRG20A","n21GRxRG20A","10/6/2015","21","21","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 2","GRxRG20A",6000,"Observed",229.5,7.39744700705738
"2484","n21RG20xGR13","n21RG20xGR13","9/25/2015","21"," 2","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 9","RG20xGR13",6000,"Observed",112.3,6.03784361801095
"2521","n21RG33xGR13","n21RG33xGR13","9/29/2015","21","21","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",6000,"Observed",618.6,15.6787187685162
"2550","n22GR25xRG20B","n22GR25xRG20B","11/6/2015","22"," 2","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",406.3,9.11713892743893
"2596","n22GRxRG20A","n22GRxRG20A","10/6/2015","22","22","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 3","GRxRG20A",6000,"Observed",202.3,7.66014215127747
"2659","n23GRAxRG20","n23GRAxRG20","10/1/2015","23","23","43","GRA","RG20","GRxRG","Echo","M"," TRUE"," 1","GRAxRG20",6000,"Observed",453.6,8.40898989838322
"2681","n23GRxRG20A","n23GRxRG20A","10/6/2015","23","23","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 2","GRxRG20A",6000,"Observed",331.3,7.97287066662107
"2728","n24GR25xRG20B","n24GR25xRG20B","11/6/2015","24"," 4","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",238.7,9.85506074168101
"2764","n24GRAxRG20","n24GRAxRG20","10/1/2015","24","24","43","GRA","RG20","GRxRG","Echo","M"," TRUE","12","GRAxRG20",6000,"Observed",556.3,10.1110500608658
"2789","n24RG20xGR13","n24RG20xGR13","9/25/2015","24"," 5","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 1","RG20xGR13",6000,"Observed",78.5,5.1478150704935
"2811","n24RG33xGR13","n24RG33xGR13","9/29/2015","24","24","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",6000,"Observed",384.5,11.1280426550824
"2894","n25RG33xGR13","n25RG33xGR13","9/29/2015","25","25","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 0","RG33xGR13A",6000,"Observed",94.6,4.7187568984497
"2989","n26GR25xRG20B","n26GR25xRG20B","11/6/2015","26"," 6","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",248.3,7.52846450332189
"3050","n26RG20xGR13","n26RG20xGR13","9/25/2015","26"," 7","42","RG20","GR13","RGxGR","Echo","M","FALSE"," 0","RG20xGR13",6000,"Observed",80,6.87992248018343
"3083","n27GR25xRG20B","n27GR25xRG20B","11/6/2015","27"," 7","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",390.5,3.13581462037113
"3114","n27GRBxGR13","n27GRBxGR13","12/9/2014","27"," 5","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",6000,"Observed",186.6,4.74224513167433
"3130","n27GRxRG20A","n27GRxRG20A","10/6/2015","27","27","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",288.3,9.00678756395543
"3154","n27RG33xGR13","n27RG33xGR13","9/29/2015","27","27","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",6000,"Observed",213,4.89897948556636
"3182","n28GR25xRG20B","n28GR25xRG20B","11/6/2015","28"," 8","42","GR25","RG20B","GRxRG","Echo","F"," TRUE"," 1","GR25xRG20B",6000,"Observed",49.3,3.26768691550733
"3213","n28GRxRG20A","n28GRxRG20A","10/6/2015","28","28","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",537.7,10.562512327409
"3240","n28RG33xGR13","n28RG33xGR13","9/29/2015","28","28","44","RG33","GR13A","RGxGR","Echo","F"," TRUE"," 6","RG33xGR13A",6000,"Observed",192.7,10.349986580775
"3264","n29GR25xRG20B","n29GR25xRG20B","11/6/2015","29"," 9","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",240,4.85340659285368
"3311","n29GRAxRG20","n29GRAxRG20","10/1/2015","29","29","43","GRA","RG20","GRxRG","Echo","M","FALSE"," 0","GRAxRG20",6000,"Observed",296.8,4.66190232987922
"3334","n29GRBxGR13","n29GRBxGR13","12/9/2014","29"," 7","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",6000,"Observed",56.9,1.66332999331662
"3377","n29RG33xGR13","n29RG33xGR13","9/29/2015","29","29","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",6000,"Observed",399.6,7.50111102881877
"3404","n2GRAxGRA","n2GRAxGRA","4/2/2015"," 2"," 2","44","GRA","GRA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",6000,"Observed",120.4,7.76316086827181
"3445","n2GRAxRG20","n2GRAxRG20","9/29/2015"," 2"," 2","41","GRA","RG20","GRxRG","Echo","M"," TRUE","10","GRAxRG20",6000,"Observed",526.5,5.2967495273569
"3486","n2GRxRG20A","n2GRxRG20A","10/6/2015"," 2"," 2","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",430.5,13.4432965533839
"3510","n2RG20xGR13","n2RG20xGR13","9/24/2015"," 2"," 2","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 2","RG20xGR13",6000,"Observed",146.1,4.53259797957468
"3527","n2RG27xGR27","n2RG27xGR27","12/10/2014"," 2"," 8","43","RG27","GR27","RGxGR","Gos","M","FALSE"," 0","RG27xGR27",6000,"Observed",115.5,4.42844341852881
"3548","n2RG33xGR13","n2RG33xGR13","10/1/2015"," 2"," 2","46","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",6000,"Observed",126.1,3.78447119452933
"3589","n30GRBxGR13","n30GRBxGR13","12/9/2014","30"," 8","42","GRmixB","GR13","GRxGR","Gos","F","FALSE"," 0","GRBxGR13",6000,"Observed",94.7,3.8020462326957
"3608","n30GRxRG20A","n30GRxRG20A","10/6/2015","30","30","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",612.3,13.4085379101858
"3626","n30RG20xGR13","n30RG20xGR13","9/25/2015","30","11","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",6000,"Observed",75.6,5.3166405433005
"3652","n30RG33xGR13","n30RG33xGR13","9/29/2015","30","30","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 0","RG33xGR13A",6000,"Observed",213.7,9.68446637088946
"3694","n31GRBxGR13","n31GRBxGR13","12/9/2014","31"," 9","42","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 1","GRBxGR13",6000,"Observed",202.1,4.95423500093046
"3727","n31RG20xGR13","n31RG20xGR13","9/25/2015","31","12","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 1","RG20xGR13",6000,"Observed",58.7,3.12872000806862
"3747","n31RG33xGR13","n31RG33xGR13","9/29/2015","31","31","44","RG33","GR13A","RGxGR","Echo","M","FALSE"," 0","RG33xGR13A",6000,"Observed",414.2,5.51361950083609
"3769","n32GR25xRG20B","n32GR25xRG20B","11/6/2015","32","12","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 3","GR25xRG20B",6000,"Observed",300.9,5.93389510449175
"3807","n32RG20xGR13","n32RG20xGR13","9/25/2015","32","13","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 2","RG20xGR13",6000,"Observed",50.6,3.9496835316263
"3844","n33GR25xRG20B","n33GR25xRG20B","11/6/2015","33","13","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 3","GR25xRG20B",6000,"Observed",337,7.67390962214756
"3866","n33GRAxRG20","n33GRAxRG20","10/1/2015","33","33","43","GRA","RG20","GRxRG","Echo","M","FALSE"," 0","GRAxRG20",6000,"Observed",165.9,6.08184913401252
"3884","n33GRxRG20A","n33GRxRG20A","10/6/2015","33","33","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 1","GRxRG20A",6000,"Observed",238.3,6.88072993543886
"3923","n33RG33xGR13","n33RG33xGR13","9/29/2015","33","33","44","RG33","GR13A","RGxGR","Echo","F","FALSE"," 0","RG33xGR13A",6000,"Observed",285.1,9.949316001057
"3950","n34GR25xRG20B","n34GR25xRG20B","11/6/2015","34","14","42","GR25","RG20B","GRxRG","Echo","F","FALSE"," 0","GR25xRG20B",6000,"Observed",44.4,2.59058123036339
"4002","n34RG33xGR13","n34RG33xGR13","9/29/2015","34","34","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 2","RG33xGR13A",6000,"Observed",249.5,9.80079361865944
"4031","n35GR25xRG20B","n35GR25xRG20B","11/6/2015","35","15","42","GR25","RG20B","GRxRG","Echo","F"," TRUE"," 3","GR25xRG20B",6000,"Observed",102.3,3.16403399335581
"4059","n35GRxRG20A","n35GRxRG20A","10/6/2015","35","35","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",251.1,8.62103370960943
"4140","n35RG33xGR13","n35RG33xGR13","9/29/2015","35","35","44","RG33","GR13A","RGxGR","Echo","M"," TRUE"," 2","RG33xGR13A",6000,"Observed",171.8,6.97296366132954
"4177","n36GRxRG20A","n36GRxRG20A","10/6/2015","36","36","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 1","GRxRG20A",6000,"Observed",131.7,5.49848463972878
"4196","n36RG20xGR13","n36RG20xGR13","9/25/2015","36","17","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",6000,"Observed",83.6,7.84856674813943
"4260","n37RG20xGR13","n37RG20xGR13","9/25/2015","37","18","42","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",6000,"Observed",58.9,1.91195071996
"4276","n38GRxRG20A","n38GRxRG20A","10/6/2015","38","38","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",209.1,8.77433125023719
"4294","n38RG20xGR13","n38RG20xGR13","9/25/2015","38","19","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 8","RG20xGR13",6000,"Observed",45,3.05505046330389
"4333","n39RG20xGR13","n39RG20xGR13","9/25/2015","39","20","42","RG20","GR13","RGxGR","Echo","F"," TRUE"," 6","RG20xGR13",6000,"Observed",60.6,2.87518115371304
"4372","n3GRAxGR13","n3GRAxGR13","11/12/2014"," 3"," 3","43","GRmixA","GR13","GRxGR","Gos","M","FALSE"," 0","GRAxGR13",6000,"Observed",113.3,5.35516365555505
"4397","n3GRAxGRA","n3GRAxGRA","4/2/2015"," 3"," 3","44","GRA","GRA","GRxGR","Gos","F","FALSE"," 0","GRAxGRA",6000,"Observed",42.8,4.28952211790544
"4432","n3GRAxRG20","n3GRAxRG20","9/29/2015"," 3"," 3","41","GRA","RG20","GRxRG","Echo","F","FALSE"," 0","GRAxRG20",6000,"Observed",67,5.43650214343336
"4460","n3GRBxGR13","n3GRBxGR13","12/3/2014"," 3"," 3","43","GRmixB","GR13","GRxGR","Gos","F"," TRUE"," 1","GRBxGR13",6000,"Observed",116.5,6.29373586283307
"4487","n3GRxGRA","n3GRxGRA","12/10/2014"," 3"," 3","43","GR","GRmixA","GRxGR","Gos","F"," TRUE"," 2","GRxGRA",6000,"Observed",17.4,3.3065591380366
"4514","n3GRxGRnum2","n3GRxGRnum2","1/7/2015"," 3"," 3","43","GR","GR#2","GRxGR","Gos","F"," TRUE"," 1","GRxGRnum2",6000,"Observed",257.4,3.9496835316263
"4553","n3RG20xGR13","n3RG20xGR13","9/24/2015"," 3"," 3","41","RG20","GR13","RGxGR","Echo","M"," TRUE"," 1","RG20xGR13",6000,"Observed",283.6,4.69515116310907
"4616","n41GRxRG20A","n41GRxRG20A","10/6/2015","41","41","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",6000,"Observed",96.2,5.47316686713968
"4644","n41RG20xGR13","n41RG20xGR13","9/25/2015","41","22","42","RG20","GR13","RGxGR","Echo","M"," TRUE"," 5","RG20xGR13",6000,"Observed",97.6,6.05896947600094
"4694","n44GRxRG20A","n44GRxRG20A","10/6/2015","44","44","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 4","GRxRG20A",6000,"Observed",184.7,7.77531707106248
"4751","n47GRxRG20A","n47GRxRG20A","10/6/2015","47","47","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 9","GRxRG20A",6000,"Observed",318.6,5.64111888034831
"4777","n48GRxRG20A","n48GRxRG20A","10/6/2015","48","48","42","GR","RG20A","GRxRG","Echo","M","FALSE"," 0","GRxRG20A",6000,"Observed",112.3,7.57261146794449
"4819","n4GR25xRG20B","n4GR25xRG20B","11/5/2015"," 4"," 4","42","GR25","RG20B","GRxRG","Echo","M","FALSE"," 0","GR25xRG20B",6000,"Observed",355,8.93184067131618
"4905","n4RG20xGR13","n4RG20xGR13","9/24/2015"," 4"," 4","41","RG20","GR13","RGxGR","Echo","F","FALSE"," 0","RG20xGR13",6000,"Observed",14.4,2.95145914949049
"4977","n4RG27xGR27","n4RG27xGR27","12/10/2014"," 4","10","43","RG27","GR27","RGxGR","Gos","M","FALSE"," 0","RG27xGR27",6000,"Observed",106.1,5.38413306753175
"5030","n51GRxRG20A","n51GRxRG20A","10/6/2015","51","51","42","GR","RG20A","GRxRG","Echo","F","FALSE"," 0","GRxRG20A",6000,"Observed",132,5.01109879279097
"5047","n52GRxRG20A","n52GRxRG20A","10/6/2015","52","52","42","GR","RG20A","GRxRG","Echo","F","FALSE"," 0","GRxRG20A",6000,"Observed",93.5,6.83536555146996
"5078","n53GRxRG20A","n53GRxRG20A","10/6/2015","53","53","42","GR","RG20A","GRxRG","Echo","F"," TRUE"," 1","GRxRG20A",6000,"Observed",126.3,5.1218486246016
"5108","n5GR25xRG20B","n5GR25xRG20B","11/5/2015"," 5"," 5","42","GR25","RG20B","GRxRG","Echo","M"," TRUE"," 3","GR25xRG20B",6000,"Observed",321.1,7.14065045278712
"5160","n5GRAxRG20","n5GRAxRG20","9/29/2015"," 5"," 5","41","GRA","RG20","GRxRG","Echo","M","FALSE"," 0","GRAxRG20",6000,"Observed",377.8,8.66410218468519
"5187","n5GRBxGR13","n5GRBxGR13","12/3/2014"," 5"," 5","43","GRmixB","GR13","GRxGR","Gos","M","FALSE"," 0","GRBxGR13",6000,"Observed",100.8,7.56894238905865
"5223","n5GRxGRnum2","n5GRxGRnum2","1/7/2015"," 5"," 5","43","GR","GR#2","GRxGR","Gos","F"," TRUE"," 1","GRxGRnum2",6000,"Observed",155.2,5.18116246072679
"5256","n5GRxRG20A","n5GRxRG20A","10/6/2015"," 5"," 5","42","GR","RG20A","GRxRG","Echo","M"," TRUE"," 3","GRxRG20A",6000,"Observed",322.6,7.64780287983999
